pmid,doi,year,era,journal,pubtypes,title,senior_author,country,n_countries,is_multicenter_or_registry,design_meta,group_key,tier,oa_status,oa_pdf_url,publisher
30229311,10.1007/s00595-018-1717-9,2019,post,Surgery today,Journal Article,A single-nucleotide polymorphism in a gene modulating glucocorticoid sensitivity is associated with the decline in total lung capacity after lung transplantation.,Toyooka S,Japan,1,False,,toyooka s|japan,OA,green,https://ousar.lib.okayama-u.ac.jp/files/public/5/56708/20190614102741882131/K0005867_summary.pdf,Springer Science and Business Media LLC
30228085,10.1016/j.healun.2018.07.015,2018,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,"Journal Article; Research Support, N.I.H., Extramural",Pre-transplant weight loss and clinical outcomes after lung transplantation.,Smith PJ,United States,1,False,,smith pj|united states,Elsevier,closed,,Elsevier BV
30217824,10.1074/jbc.ra118.003926,2018,pre,The Journal of biological chemistry,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",c-Jun N-terminal kinase (JNK)-mediated induction of mSin1 expression and mTORC2 activation in mesenchymal cells during fibrosis.,Lama VN,,0,False,,lama vn|,OA,hybrid,http://www.jbc.org/article/S0021925820313119/pdf,Elsevier BV
30211828,10.1097/tp.0000000000002450,2019,post,Transplantation,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.",NKG2C Natural Killer Cells in Bronchoalveolar Lavage Are Associated With Cytomegalovirus Viremia and Poor Outcomes in Lung Allograft Recipients.,Greenland JR,,0,False,,greenland jr|,WoltersKluwer,closed,,Ovid Technologies (Wolters Kluwer Health)
30200966,10.1186/s12931-018-0881-1,2018,pre,Respiratory research,Journal Article,Combined diffusing capacity for nitric oxide and carbon monoxide as predictor of bronchiolitis obliterans syndrome following lung transplantation.,Jörres RA,Germany,2,True,,jörres ra|germany,OA,gold,https://respiratory-research.biomedcentral.com/track/pdf/10.1186/s12931-018-0881-1,Springer Science and Business Media LLC
30192029,10.1111/ctr.13397,2018,pre,Clinical transplantation,Journal Article,Association of methacholine challenge test with diagnosis of chronic lung allograft dysfunction in lung transplant patients.,Kaleekal T,,0,False,,kaleekal t|,Wiley,closed,,Wiley
30177111,10.1016/j.transproceed.2017.12.060,2018,pre,Transplantation proceedings,Journal Article; Observational Study,Usefulness of the Impulse Oscillometry System in Graft Function Monitoring in Lung Transplant Recipients.,Zeglen S,Poland,1,False,,zeglen s|poland,OA,green,https://ruj.uj.edu.pl/xmlui/handle/item/126474,Elsevier BV
30177110,10.1016/j.transproceed.2017.11.080,2018,pre,Transplantation proceedings,Journal Article,Bacterial Infections During Hospital Stay and Their Impact on Mortality After Lung Transplantation: A Single-Center Study.,Zeglen S,Poland,1,True,registry,zeglen s|poland,OA,green,https://ruj.uj.edu.pl/xmlui/handle/item/64899,Elsevier BV
30173825,10.1016/j.healun.2018.06.002,2018,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Journal Article,Transplanting the pulmonary virome: Dynamics of transient populations.,Glanville AR,United Kingdom,1,False,,glanville ar|united kingdom,Elsevier,closed,,Elsevier BV
30160803,10.1111/ctr.13394,2018,pre,Clinical transplantation,"Journal Article; Research Support, Non-U.S. Gov't",Preoperative expectations for health-related quality of life after lung transplant.,Singer LG,Canada,1,False,,singer lg|canada,Wiley,closed,,Wiley
30150035,10.1016/j.ejrad.2018.07.016,2018,pre,European journal of radiology,Journal Article,Lobe-wise assessment of lung volume and density distribution in lung transplant patients and value for early detection of bronchiolitis obliterans syndrome.,Shin HO,Germany,1,False,,shin ho|germany,Elsevier,closed,,Elsevier BV
30135417,10.12659/aot.908471,2018,pre,Annals of transplantation,Journal Article,"Early Sirolimus-Based Immunosuppression is Safe for Lung Transplantation Patients: Retrospective, Single Arm, Exploratory Study.",Karolak W,Poland,1,True,registry,karolak w|poland,OA,hybrid,https://doi.org/10.12659/aot.908471,"International Scientific Information, Inc."
30131203,10.1016/j.arbres.2018.07.025,2019,post,Archivos de bronconeumologia,Journal Article,Lung Retransplantation Due to Chronic Lung Allograph Dysfunction: Results From a Spanish Transplant Unit.,Roman A,Spain,1,False,,roman a|spain,Elsevier,closed,,Elsevier BV
30130331,10.1097/tp.0000000000002430,2019,post,Transplantation,Journal Article; Validation Study,Factors Associated With Mortality and Response to Extracorporeal Photopheresis in Lung Allograft Recipients With Bronchiolitis Obliterans Syndrome.,Despotis GJ,,0,False,,despotis gj|,WoltersKluwer,closed,,Ovid Technologies (Wolters Kluwer Health)
30126365,10.1186/s12866-018-1231-7,2018,pre,BMC microbiology,Journal Article; Observational Study,Impact of gram negative bacteria airway recolonization on the occurrence of chronic lung allograft dysfunction after lung transplantation in a population of cystic fibrosis patients.,Reynaud-Gaubert M,France,2,True,,reynaud-gaubert m|france,OA,gold,https://bmcmicrobiol.biomedcentral.com/track/pdf/10.1186/s12866-018-1231-7,Springer Science and Business Media LLC
30100023,10.1016/j.jss.2018.04.023,2018,pre,The Journal of surgical research,Journal Article,Socioeconomic deprivation is not associated with reduced survival of lung transplant recipients.,McWilliams TJ,,0,True,,mcwilliams tj|,Elsevier,closed,,Elsevier BV
30098575,10.1016/j.jcrc.2018.07.028,2018,pre,Journal of critical care,Journal Article,Non-invasive positive pressure ventilation in lung transplant recipients with acute respiratory failure: Beyond the perioperative period.,Hanane T,United States,1,False,,hanane t|united states,Elsevier,closed,,Elsevier BV
30087241,10.3390/ijms19082310,2018,pre,International journal of molecular sciences,Journal Article,Hyaluronic Acid-Decorated Chitosan Nanoparticles for CD44-Targeted Delivery of Everolimus.,Genta I,Italy,1,False,,genta i|italy,OA,gold,https://www.mdpi.com/1422-0067/19/8/2310/pdf?version=1533624133,MDPI AG
30086092,10.1097/tp.0000000000002393,2019,post,Transplantation,"Journal Article; Research Support, Non-U.S. Gov't",Role of 18F-FDG PET/CT in Restrictive Allograft Syndrome After Lung Transplantation.,Vos R,Belgium,1,False,,vos r|belgium,OA,green,https://lirias.kuleuven.be/handle/123456789/626593,Ovid Technologies (Wolters Kluwer Health)
30084977,10.1093/ejcts/ezy254,2019,post,European journal of cardio-thoracic surgery : official journal of the European Association for Cardio-thoracic Surgery,Journal Article,Lung donation after circulatory determined death: a single-centre experience.,Parmar J,Italy,1,False,,parmar j|italy,OA,bronze,https://academic.oup.com/ejcts/article-pdf/55/2/309/27510564/ezy254.pdf,Oxford University Press (OUP)
30069326,10.21037/jtd.2018.05.176,2018,pre,Journal of thoracic disease,Journal Article,A novel model for dissecting roles of IL-17 in lung transplantation.,Ding Y,China,1,False,,ding y|china,OA,gold,https://doi.org/10.21037/jtd.2018.05.176,AME Publishing Company
30054981,10.1111/crj.12948,2018,pre,The clinical respiratory journal,Journal Article,Chronic opioid use and clinical outcomes in lung transplant recipients: A single-center cohort study.,Hayes D,,0,True,,hayes d|,Wiley,closed,,Wiley
30053048,10.1093/infdis/jiy452,2018,pre,The Journal of infectious diseases,Journal Article,Torque Teno Virus as a Novel Biomarker Targeting the Efficacy of Immunosuppression After Lung Transplantation.,Puchhammer-Stöckl E,Austria,1,True,registry,puchhammer-stöckl e|austria,OA,bronze,https://academic.oup.com/jid/article-pdf/218/12/1922/26362842/jiy452.pdf,Oxford University Press (OUP)
30042393,10.1038/s41598-018-29504-5,2018,pre,Scientific reports,Journal Article,Lung resident mesenchymal cells isolated from patients with the Bronchiolitis Obliterans Syndrome display a deregulated epigenetic profile.,Vitulo P,Italy,1,False,,vitulo p|italy,OA,gold,https://www.nature.com/articles/s41598-018-29504-5.pdf,Springer Science and Business Media LLC
29976654,10.1183/13993003.01898-2017,2018,pre,The European respiratory journal,"Journal Article; Multicenter Study; Research Support, Non-U.S. Gov't",Role of C1q-binding anti-HLA antibodies as a predictor of lung allograft outcome.,Taupin JL,France,1,False,,taupin jl|france,OA,bronze,https://erj.ersjournals.com/content/erj/52/2/1701898.full.pdf,European Respiratory Society (ERS)
29962390,10.5761/atcs.oa.18-00098,2018,pre,Annals of thoracic and cardiovascular surgery : official journal of the Association of Thoracic and Cardiovascular Surgeons of Asia,Comparative Study; Journal Article,Lung Transplantation with Controlled Donation after Circulatory Death Donors.,Weder W,Switzerland,1,False,,weder w|switzerland,OA,gold,https://www.jstage.jst.go.jp/article/atcs/24/6/24_oa.18-00098/_pdf,Editorial Committee of Annals of Thoracic and Cardiovascular Surgery
29953629,10.1111/his.13697,2018,pre,Histopathology,Journal Article,Lung histopathology of non-infectious pulmonary complications after allogeneic haematopoietic stem cell transplantation.,Bergeron A,France,2,True,,bergeron a|france,Wiley,closed,,Wiley
29937159,10.1016/j.jtcvs.2018.05.003,2018,pre,The Journal of thoracic and cardiovascular surgery,"Journal Article; Research Support, Non-U.S. Gov't",A novel combined ex vivo and in vivo lentiviral interleukin-10 gene delivery strategy at the time of transplantation decreases chronic lung allograft rejection in mice.,Keshavjee S,Canada,1,False,,keshavjee s|canada,OA,bronze,http://www.jtcvs.org/article/S0022522318314193/pdf,Elsevier BV
29929823,10.1016/j.healun.2018.04.007,2018,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,"Journal Article; Research Support, N.I.H., Extramural",Bronchiolitis obliterans syndrome susceptibility and the pulmonary microbiome.,Perkins DL,,0,False,,perkins dl|,Elsevier,closed,,Elsevier BV
29923278,10.1111/imj.14001,2018,pre,Internal medicine journal,Journal Article,Lung transplant: the Western Australian experience.,Musk M,Australia,1,False,,musk m|australia,Wiley,closed,,Wiley
29908844,10.1016/j.humimm.2018.06.005,2018,pre,Human immunology,Journal Article,Tissue-associated self-antigens containing exosomes: Role in allograft rejection.,Mohanakumar T,United States,1,False,,mohanakumar t|united states,Elsevier,closed,,Elsevier BV
29891245,10.1016/j.jtcvs.2018.03.112,2018,pre,The Journal of thoracic and cardiovascular surgery,Journal Article,A single-center experience of 1500 lung transplant patients.,Kreisel D,,0,False,,kreisel d|,OA,bronze,http://www.jtcvs.org/article/S0022522318308948/pdf,Elsevier BV
29880387,10.1016/j.transproceed.2018.02.070,2018,pre,Transplantation proceedings,Journal Article,Azithromycin Fails to Prevent Accelerated Airway Obliteration in T-bet-/- Mouse Lung Allograft Recipients.,McDyer JF,United States,1,False,,mcdyer jf|united states,OA,green,https://www.ncbi.nlm.nih.gov/pmc/articles/8136584,Elsevier BV
29804306,10.1111/ctr.13298,2018,pre,Clinical transplantation,Clinical Trial; Journal Article,Lung transplantation in the Lung Allocation Score era: Medium-term analysis from a single center.,Ardehali A,United States,1,True,registry,ardehali a|united states,Wiley,closed,,Wiley
29796421,10.1097/txd.0000000000000790,2018,pre,Transplantation direct,Journal Article,Cyclophosphamide for Refractory Acute Cellular Rejection After Lung Transplantation.,Morrell M,,0,True,registry,morrell m|,OA,gold,https://doi.org/10.1097/txd.0000000000000790,Ovid Technologies (Wolters Kluwer Health)
29796420,10.1097/txd.0000000000000785,2018,pre,Transplantation direct,Journal Article,Single-Center Long-Term Analysis of Combined Liver-Lung Transplant Outcomes.,Knechtle S,,0,False,registry,knechtle s|,OA,gold,https://doi.org/10.1097/txd.0000000000000785,Ovid Technologies (Wolters Kluwer Health)
29781811,10.1172/jci98436,2018,pre,The Journal of clinical investigation,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.",Spleen-derived classical monocytes mediate lung ischemia-reperfusion injury through IL-1β.,Kreisel D,United States,1,False,,kreisel d|united states,OA,bronze,http://www.jci.org/articles/view/98436/files/pdf,American Society for Clinical Investigation
29779167,10.1007/s10753-018-0799-2,2018,pre,Inflammation,Journal Article,miR-199b-5p Regulates Immune-Mediated Allograft Rejection after Lung Transplantation Through the GSK3β and NF-κB Pathways.,Hu J,China,1,False,,hu j|china,Springer,closed,,Springer Science and Business Media LLC
29774598,10.1111/ctr.13285,2018,pre,Clinical transplantation,Clinical Trial; Journal Article,Evaluation of current strategies for surveillance and management of donor-specific antibodies: Single-center study.,Kaza V,United States,1,True,,kaza v|united states,Wiley,closed,,Wiley
29771243,10.1088/1752-7163/aac5af,2018,pre,Journal of breath research,Journal Article,Breath volatile organic compounds of lung transplant recipients with and without chronic lung allograft dysfunction.,Hohlfeld JM,Germany,1,False,,hohlfeld jm|germany,OA,hybrid,https://iopscience.iop.org/article/10.1088/1752-7163/aac5af/pdf,IOP Publishing
29754418,10.1111/ctr.13281,2018,pre,Clinical transplantation,Clinical Trial; Journal Article,Comprehensive outcomes after lung retransplantation: A single-center review.,Singer LG,Canada,1,False,,singer lg|canada,Wiley,closed,,Wiley
29751799,10.1186/s12931-018-0794-z,2018,pre,Respiratory research,"Journal Article; Research Support, Non-U.S. Gov't",The aging lung: tissue telomere shortening in health and disease.,Vanaudenaerde BM,Belgium,4,True,,vanaudenaerde bm|belgium,OA,gold,https://respiratory-research.biomedcentral.com/track/pdf/10.1186/s12931-018-0794-z,Springer Science and Business Media LLC
29719115,10.1111/ajt.14912,2018,pre,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,Journal Article,Preemptive treatment of early donor-specific antibodies with IgA- and IgM-enriched intravenous human immunoglobulins in lung transplantation.,Warnecke G,Germany,1,False,,warnecke g|germany,OA,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/ajt.14912,Elsevier BV
29713813,10.1007/s00595-018-1666-3,2018,pre,Surgery today,Journal Article,Gastrointestinal complications after lung transplantation in Japanese patients.,Date H,Japan,1,False,,date h|japan,Springer,closed,,Springer Science and Business Media LLC
29708209,10.1186/s41747-017-0032-3,2018,pre,European radiology experimental,Journal Article,Magnetisation transfer as a biomarker for chronic airway fibrosis in a mouse lung transplantation model.,Boss A,Switzerland,2,True,,boss a|switzerland,OA,gold,https://eurradiolexp.springeropen.com/track/pdf/10.1186/s41747-017-0032-3,Springer Science and Business Media LLC
29637624,10.1111/ctr.13233,2018,pre,Clinical transplantation,"Journal Article; Research Support, Non-U.S. Gov't",Quantitative chest CT for subtyping chronic lung allograft dysfunction and its association with survival.,Paul N,Canada,3,True,,paul n|canada,Wiley,closed,,Wiley
29628135,10.1016/j.healun.2018.03.003,2018,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Journal Article; Multicenter Study; Observational Study,"Lung transplantation for scleroderma lung disease: An international, multicenter, observational cohort study.",,Belgium,6,True,,,Elsevier,closed,,Elsevier BV
29624575,10.1371/journal.pone.0193564,2018,pre,PloS one,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",Montelukast for bronchiolitis obliterans syndrome after lung transplantation: A randomized controlled trial.,Verleden GM,Belgium,1,False,rct,verleden gm|belgium,OA,gold,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0193564&type=printable,Public Library of Science (PLoS)
29620623,10.1097/md.0000000000010064,2018,pre,Medicine,Journal Article; Observational Study,Suicidal hanging donors for lung transplantation: Is this chapter still closed? Midterm experience from a single center in United Kingdom.,Popov AF,United Kingdom,1,False,,popov af|united kingdom,OA,gold,https://doi.org/10.1097/md.0000000000010064,Ovid Technologies (Wolters Kluwer Health)
29607606,10.1111/ajt.14759,2018,pre,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,"Journal Article; Research Support, Non-U.S. Gov't",Detection of chronic lung allograft dysfunction using ventilation-weighted Fourier decomposition MRI.,Vogel-Claussen J,Germany,1,False,,vogel-claussen j|germany,OA,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/ajt.14759,Elsevier BV
29603543,10.1111/tid.12893,2018,pre,Transplant infectious disease : an official journal of the Transplantation Society,Journal Article,Clinical significance of post-prophylaxis cytomegalovirus infection in lung transplant recipients.,Manuel O,United States,1,False,,manuel o|united states,Wiley,closed,,Wiley
29602706,10.1016/j.healun.2018.02.014,2018,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Journal Article,Baseline lung allograft dysfunction is associated with impaired survival after double-lung transplantation.,Halloran K,Canada,1,False,,halloran k|canada,Elsevier,closed,,Elsevier BV
29573785,10.1016/j.jtcvs.2018.02.039,2018,pre,The Journal of thoracic and cardiovascular surgery,Journal Article,Upregulation of alveolar neutrophil enzymes and long pentraxin-3 in human chronic lung allograft dysfunction subtypes.,Keshavjee S,Canada,1,False,,keshavjee s|canada,OA,bronze,http://www.jtcvs.org/article/S0022522318305786/pdf,Elsevier BV
29571601,10.1016/j.healun.2018.01.1306,2018,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,"Journal Article; Research Support, Non-U.S. Gov't",High circulating CD4+CD25hiFOXP3+ T-cell sub-population early after lung transplantation is associated with development of bronchiolitis obliterans syndrome.,,France,1,False,,,OA,green,https://hal.science/hal-01833919/document,Elsevier BV
29547626,10.1371/journal.pone.0194193,2018,pre,PloS one,"Clinical Trial; Journal Article; Research Support, N.I.H., Extramural; Research Support, N.I.H., Intramural; Research Support, Non-U.S. Gov't",Clinical management and outcomes of patients with Hermansky-Pudlak syndrome pulmonary fibrosis evaluated for lung transplantation.,Gochuico BR,United States,1,False,,gochuico br|united states,OA,gold,https://doi.org/10.1371/journal.pone.0194193,Public Library of Science (PLoS)
29533326,10.1097/psy.0000000000000573,2018,pre,Psychosomatic medicine,"Journal Article; Research Support, U.S. Gov't, P.H.S.","Depressive Symptoms, Exercise Capacity, and Clinical Outcomes After Lung Transplantation.",Snyder LD,,0,False,,snyder ld|,WoltersKluwer,closed,,Ovid Technologies (Wolters Kluwer Health)
29529999,10.1186/s12890-018-0606-8,2018,pre,BMC pulmonary medicine,Journal Article,Prevalence of pre-transplant anti-HLA antibodies and their impact on outcomes in lung transplant recipients.,Kim SY,South Korea,1,False,,kim sy|south korea,OA,gold,https://bmcpulmmed.biomedcentral.com/track/pdf/10.1186/s12890-018-0606-8,Springer Science and Business Media LLC
29513387,10.1111/ajt.14723,2018,pre,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,Journal Article; Observational Study,Increasing tacrolimus time-in-therapeutic range is associated with superior one-year outcomes in lung transplant recipients.,Venkataramanan R,United States,1,True,registry,venkataramanan r|united states,OA,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/ajt.14723,Elsevier BV
29505550,10.1097/mcg.0000000000001015,2019,post,Journal of clinical gastroenterology,Journal Article,Unilateral Versus Bilateral Lung Transplantation: Do Different Esophageal Risk Factors Predict Chronic Allograft Failure?,Houghton LA,,0,False,,houghton la|,WoltersKluwer,closed,,Ovid Technologies (Wolters Kluwer Health)
29492210,10.18632/oncotarget.23902,2018,pre,Oncotarget,Journal Article,Pentraxin 3 deficiency enhances features of chronic rejection in a mouse orthotopic lung transplantation model.,Liu M,Canada,1,False,,liu m|canada,OA,gold,http://www.oncotarget.com/index.php?journal=oncotarget&page=article&op=download&path%5B%5D=23902&path%5B%5D=75181,"Impact Journals, LLC"
29491008,10.4049/jimmunol.1701587,2018,pre,"Journal of immunology (Baltimore, Md. : 1950)","Journal Article; Research Support, N.I.H., Extramural",Circulating Exosomes with Distinct Properties during Chronic Lung Allograft Rejection.,Mohanakumar T,,0,False,,mohanakumar t|,OA,bronze,https://www.jimmunol.org/content/jimmunol/200/8/2535.full.pdf,Oxford University Press (OUP)
29472146,10.1016/j.acra.2018.01.013,2018,pre,Academic radiology,Journal Article,Machine Learning Algorithms Utilizing Quantitative CT Features May Predict Eventual Onset of Bronchiolitis Obliterans Syndrome After Lung Transplantation.,Lee J,Belgium,1,False,,lee j|belgium,OA,bronze,https://www.academicradiology.org/article/S1076-6332(18)30027-8/pdf,Elsevier BV
29411918,10.1111/nmo.13296,2018,pre,Neurogastroenterology and motility,Journal Article,"Esophageal dysmotility according to Chicago classification v3.0 vs v2.0: Implications for association with reflux, bolus clearance, and allograft failure post-lung transplantation.",Houghton LA,United States,1,False,,houghton la|united states,Wiley,closed,,Wiley
29405435,10.1111/ctr.13219,2018,pre,Clinical transplantation,"Journal Article; Research Support, Non-U.S. Gov't",Immediate post-operative broncho-alveolar lavage IL-6 and IL-8 are associated with early outcomes after lung transplantation.,Vos R,Belgium,1,False,,vos r|belgium,Wiley,closed,,Wiley
29377402,10.1111/tid.12853,2018,pre,Transplant infectious disease : an official journal of the Transplantation Society,Journal Article,Infection transmission among lung transplant couples.,Suhling H,Germany,1,False,,suhling h|germany,Wiley,closed,,Wiley
29375549,10.3389/fimmu.2017.01841,2017,pre,Frontiers in immunology,Journal Article,Blood Gene Expression Predicts Bronchiolitis Obliterans Syndrome.,,France,2,True,,,OA,gold,https://www.frontiersin.org/articles/10.3389/fimmu.2017.01841/pdf,Frontiers Media SA
29367465,10.1172/jci.insight.95659,2018,pre,JCI insight,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Validation Study",Inflammatory macrophage-associated 3-gene signature predicts subclinical allograft injury and graft survival.,Khatri P,Belgium,3,True,,khatri p|belgium,OA,gold,http://insight.jci.org/articles/view/95659/files/pdf,American Society for Clinical Investigation
29360666,10.1097/tp.0000000000002107,2018,pre,Transplantation,"Comparative Study; Journal Article; Research Support, N.I.H., Extramural",Specific Donor HLA-DR Types Correlate With Altered Susceptibility to Development of Chronic Lung Allograft Dysfunction.,Burlingham WJ,,0,False,,burlingham wj|,OA,green,https://www.ncbi.nlm.nih.gov/pmc/articles/6055997,Ovid Technologies (Wolters Kluwer Health)
29352737,10.1111/cei.13103,2018,pre,Clinical and experimental immunology,"Journal Article; Research Support, Non-U.S. Gov't",Bronchiolitis obliterans syndrome is associated with increased p-glycoprotein expression and loss of glucocorticoid receptor from steroid-resistant proinflammatory CD8+ T cells.,Holmes M,Australia,1,True,registry,holmes m|australia,OA,green,https://www.ncbi.nlm.nih.gov/pmc/articles/5904702,Oxford University Press (OUP)
29327719,10.1038/modpathol.2017.180,2018,pre,"Modern pathology : an official journal of the United States and Canadian Academy of Pathology, Inc",Journal Article,The histomorphological spectrum of restrictive chronic lung allograft dysfunction and implications for prognosis.,Verleden SE,Belgium,2,True,,verleden se|belgium,OA,bronze,https://www.nature.com/articles/modpathol2017180.pdf,Elsevier BV
29322685,10.1002/sctm.17-0198,2018,pre,Stem cells translational medicine,"Clinical Trial; Journal Article; Research Support, Non-U.S. Gov't","Feasibility, Safety, and Tolerance of Mesenchymal Stem Cell Therapy for Obstructive Chronic Lung Allograft Dysfunction.",Zubair AC,United States,1,False,,zubair ac|united states,OA,gold,https://stemcellsjournals.onlinelibrary.wiley.com/doi/pdfdirect/10.1002/sctm.17-0198,Oxford University Press (OUP)
29302022,10.12659/aot.906372,2018,pre,Annals of transplantation,Journal Article,Effect of Immunosuppression on Target Blood Immune Cells Within 1 Year After Lung Transplantation: Influence of Age on T Lymphocytes.,Reynaud-Gaubert M,France,1,True,registry,reynaud-gaubert m|france,OA,hybrid,https://doi.org/10.12659/aot.906372,"International Scientific Information, Inc."
29300898,10.1093/icvts/ivx412,2018,pre,Interactive cardiovascular and thoracic surgery,Journal Article,Impact of human leukocyte antigen mismatch on lung transplant outcome.,Jungraithmayr W,Switzerland,1,False,,jungraithmayr w|switzerland,OA,bronze,https://academic.oup.com/icvts/article-pdf/26/5/859/24659658/ivx412.pdf,Oxford University Press (OUP)
29296975,10.1182/bloodadvances.2016002360,2017,pre,Blood advances,Journal Article,Cell-surface C-type lectin-like receptor CLEC-1 dampens dendritic cell activation and downstream Th17 responses.,Chiffoleau E,France,2,True,,chiffoleau e|france,OA,gold,https://ashpublications.org/bloodadvances/article-pdf/1/9/557/878356/advances002360.pdf,American Society of Hematology
31414076,10.21926/obm.transplant.1804029,2018,pre,OBM transplantation,Journal Article,The Impact of Allograft CXCL9 during Respiratory Infection on the Risk of Chronic Lung Allograft Dysfunction.,Belperio JA,United States,1,False,,belperio ja|united states,OA,gold,https://doi.org/10.21926/obm.transplant.1804029,LIDSEN Publishing Inc
29262833,10.1186/s13019-017-0673-6,2017,pre,Journal of cardiothoracic surgery,Journal Article,The role of epithelial-mesenchymal transition in the post-lung transplantation bronchiolitis obliterans.,Hu J,China,1,False,,hu j|china,OA,gold,https://cardiothoracicsurgery.biomedcentral.com/track/pdf/10.1186/s13019-017-0673-6,Springer Science and Business Media LLC
29256975,10.1097/tp.0000000000002058,2018,pre,Transplantation,"Comparative Study; Journal Article; Research Support, N.I.H., Extramural",Gene Expression Profiling of Bronchoalveolar Lavage Cells During Aspergillus Colonization of the Lung Allograft.,Belperio JA,Canada,1,False,,belperio ja|canada,WoltersKluwer,closed,,Ovid Technologies (Wolters Kluwer Health)
29253466,10.1016/j.athoracsur.2017.11.034,2018,pre,The Annals of thoracic surgery,Journal Article,Inverted Lobes Have Satisfactory Functions Compared With Noninverted Lobes in Lung Transplantation.,Date H,Japan,1,False,,date h|japan,OA,bronze,http://www.annalsthoracicsurgery.org/article/S0003497517316107/pdf,Elsevier BV
29236513,10.1164/rccm.201707-1368oc,2018,pre,American journal of respiratory and critical care medicine,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",Depletion of Airway Submucosal Glands and TP63+KRT5+ Basal Cells in Obliterative Bronchiolitis.,Parekh KR,,0,False,,parekh kr|,Other-paywall,closed,,Oxford University Press (OUP)
29178919,10.1186/s13019-017-0666-5,2017,pre,Journal of cardiothoracic surgery,Journal Article,"Double lung, unlike single lung transplantation might provide a protective effect on mortality and bronchiolitis obliterans syndrome.",Lindstedt S,Sweden,1,False,,lindstedt s|sweden,OA,gold,https://cardiothoracicsurgery.biomedcentral.com/track/pdf/10.1186/s13019-017-0666-5,Springer Science and Business Media LLC
29151274,10.1111/ctr.13156,2018,pre,Clinical transplantation,Journal Article; Observational Study,Effect of HMG CoA reductase inhibitors on the development of chronic lung allograft dysfunction.,Byrns J,United States,1,False,,byrns j|united states,Wiley,closed,,Wiley
29149977,10.1016/j.transproceed.2017.09.021,2017,pre,Transplantation proceedings,Journal Article,Donor Smoking and Older Age Increases Morbidity and Mortality After Lung Transplantation.,Iversen M,Denmark,1,False,,iversen m|denmark,Elsevier,closed,,Elsevier BV
29146602,10.1183/13993003.01248-2017,2017,pre,The European respiratory journal,"Journal Article; Research Support, Non-U.S. Gov't",Donor-specific and -nonspecific HLA antibodies and outcome post lung transplantation.,Vos R,Belgium,1,False,,vos r|belgium,OA,bronze,https://erj.ersjournals.com/content/erj/50/5/1701248.full.pdf,European Respiratory Society (ERS)
29135627,10.1097/rti.0000000000000307,2018,pre,Journal of thoracic imaging,Journal Article,Quantitative Computed Tomography Metrics From the Transplanted Lung can Predict Forced Expiratory Volume in the First Second After Lung Transplantation.,Lee JC,,0,False,,lee jc|,WoltersKluwer,closed,,Ovid Technologies (Wolters Kluwer Health)
29108516,10.6002/ect.2017.0133,2019,post,Experimental and clinical transplantation : official journal of the Middle East Society for Organ Transplantation,Journal Article; Multicenter Study,Clinical Outcomes of Paramyxovirus Infections in Lung Transplant Recipients Treated With Oral Ribavirin: A Two-Center Case Series.,Wille K,United States,1,True,registry,wille k|united states,Other-paywall,closed,,Baskent University
29100649,10.1016/j.athoracsur.2017.07.025,2018,pre,The Annals of thoracic surgery,Journal Article,Lung Retransplantation for Chronic Rejection: A Single-Center Experience.,Smith MA,,0,False,,smith ma|,Elsevier,closed,,Elsevier BV
29094310,10.1007/s10620-017-4827-0,2018,pre,Digestive diseases and sciences,Journal Article,Proton Pump Inhibitors Independently Protect Against Early Allograft Injury or Chronic Rejection After Lung Transplantation.,Chan WW,United States,1,False,,chan ww|united states,Springer,closed,,Springer Science and Business Media LLC
