pmid,doi,year,era,journal,pubtypes,title,senior_author,country,n_countries,is_multicenter_or_registry,design_meta,group_key,tier,oa_status,oa_pdf_url,publisher
22398468,10.1093/ejcts/ezr277,2012,pre,European journal of cardio-thoracic surgery : official journal of the European Association for Cardio-thoracic Surgery,"Evaluation Study; Journal Article; Research Support, Non-U.S. Gov't",Impact of the severity of acute rejection in the early phase after rat lung transplantation on the effectiveness of mycophenolate mofetil to treat chronic allograft rejection.,Lehle K,Germany,1,True,registry,lehle k|germany,OA,bronze,https://academic.oup.com/ejcts/article-pdf/42/1/142/1020399/ezr277.pdf,Oxford University Press (OUP)
22394285,10.3109/01902148.2012.656820,2012,pre,Experimental lung research,"Journal Article; Research Support, Non-U.S. Gov't",Lung transplantation in the fischer 344-wistar kyoto strain combination is a relevant experimental model to study the development of bronchiolitis obliterans in the rat.,Lehle K,Germany,1,True,registry,lehle k|germany,Other-paywall,closed,,Informa UK Limited
22386692,10.1016/j.humimm.2012.02.010,2012,pre,Human immunology,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",Immune responses to self-antigens in asthma patients: clinical and immunopathological implications.,Mohanakumar T,United States,1,True,registry,mohanakumar t|united states,Elsevier,closed,,Elsevier BV
22371518,10.1093/ejcts/ezs096,2012,pre,European journal of cardio-thoracic surgery : official journal of the European Association for Cardio-thoracic Surgery,Comparative Study; Journal Article,Lungs from donation after circulatory death donors: an alternative source to brain-dead donors? Midterm results at a single institution.,Simon AR,United Kingdom,1,False,,simon ar|united kingdom,OA,bronze,https://academic.oup.com/ejcts/article-pdf/42/3/542/1130964/ezs096.pdf,Oxford University Press (OUP)
22362858,10.1183/09031936.00092211,2012,pre,The European respiratory journal,Journal Article,Lung transplantation in children and young adults: a 20-year single-centre experience.,Szépfalusi Z,Austria,1,True,registry,szépfalusi z|austria,OA,bronze,https://erj.ersjournals.com/content/erj/40/2/462.full.pdf,European Respiratory Society (ERS)
22330935,10.1016/j.healun.2011.12.015,2012,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Journal Article,Revisiting the pathologic finding of diffuse alveolar damage after lung transplantation.,Keshavjee S,Canada,1,False,,keshavjee s|canada,Elsevier,closed,,Elsevier BV
22320224,10.1111/j.1399-0012.2011.01588.x,2012,pre,Clinical transplantation,Comparative Study; Journal Article,Pulmonary hypertension before first and second lung transplantation.,Akindipe O,United States,1,False,,akindipe o|united states,Wiley,closed,,Wiley
22313020,10.1111/j.1399-0012.2011.01434.x,2012,pre,Clinical transplantation,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't",Prevalence of gastroparesis before and after lung transplantation and its association with lung allograft outcomes.,Singer LG,Canada,1,False,,singer lg|canada,Wiley,closed,,Wiley
22306439,10.1016/j.healun.2011.12.007,2012,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Journal Article,Clinical lung transplantation from uncontrolled non-heart-beating donors revisited.,Varela A,Spain,1,False,,varela a|spain,OA,bronze,http://www.jhltonline.org/article/S1053249811012563/pdf,Elsevier BV
22305385,10.1016/j.healun.2011.11.012,2012,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,"Journal Article; Research Support, Non-U.S. Gov't",Altered progenitor cell and cytokine profiles in bronchiolitis obliterans syndrome.,Waddell TK,Canada,1,False,,waddell tk|canada,Elsevier,closed,,Elsevier BV
22305384,10.1016/j.healun.2011.11.011,2012,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,"Journal Article; Research Support, Non-U.S. Gov't",Searching for novel molecular targets of chronic rejection in an orthotopic experimental lung transplantation model.,Fernández-Pérez L,Spain,1,False,,fernández-pérez l|spain,Elsevier,closed,,Elsevier BV
22284335,10.1016/j.etp.2011.12.002,2013,pre,Experimental and toxicologic pathology : official journal of the Gesellschaft fur Toxikologische Pathologie,"Journal Article; Research Support, Non-U.S. Gov't",Suppression of bronchiolitis obliterans in allogeneic rat lung transplantation--effectiveness of everolimus.,Lehle K,Germany,1,True,registry,lehle k|germany,Elsevier,closed,,Elsevier BV
22283768,10.2174/138161212799315902,2012,pre,Current pharmaceutical design,Journal Article,New developments in treatment after lung transplantation.,Faro A,Switzerland,1,True,registry,faro a|switzerland,Other-paywall,closed,,Bentham Science Publishers Ltd.
22244946,10.1016/j.arbres.2011.11.006,2012,pre,Archivos de bronconeumologia,Journal Article,"Development of a non-heart-beating lung donor program with «Bithermia Preservation», and results after one year of clinical experience.",,Spain,1,False,,,Elsevier,closed,,Elsevier BV
22238655,10.1371/journal.pone.0029802,2012,pre,PloS one,"Evaluation Study; Journal Article; Research Support, Non-U.S. Gov't",Chronic rejection pathology after orthotopic lung transplantation in mice: the development of a murine BOS model and its drawbacks.,Vanaudenaerde B,Belgium,1,True,registry,vanaudenaerde b|belgium,OA,gold,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0029802&type=printable,Public Library of Science (PLoS)
22233464,10.1111/j.1600-6143.2011.03917.x,2012,pre,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",An obligatory role for lung infiltrating B cells in the immunopathogenesis of obliterative airway disease induced by antibodies to MHC class I molecules.,Mohanakumar T,United States,1,False,,mohanakumar t|united states,OA,hybrid,http://www.amjtransplant.org/article/S1600613522273924/pdf,Elsevier BV
22217532,10.1097/tp.0b013e318240e984,2012,pre,Transplantation,Journal Article,Chronic kidney disease after nonrenal solid organ transplantation: a histological assessment and utility of chronic allograft damage index scoring.,Neil D,United Kingdom,1,False,,neil d|united kingdom,WoltersKluwer,closed,,Ovid Technologies (Wolters Kluwer Health)
23721031,,2012,pre,Clinical transplants,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",Immune responses to self-antigens (autoimmunity) in allograft rejection.,Mohanakumar T,United States,1,False,,mohanakumar t|united states,no-doi,,,
23721028,,2012,pre,Clinical transplants,Journal Article,Pre-transplant presence of antibodies to MICA and HLA class I or II are associated with an earlier onset of bronchiolitis obliterans syndrome in lung transplant recipients.,Zamora MR,United States,1,False,,zamora mr|united states,no-doi,,,
22203528,,2011,pre,Schweizer Monatsschrift fur Zahnmedizin = Revue mensuelle suisse d'odonto-stomatologie = Rivista mensile svizzera di odontologia e stomatologia,Journal Article,Evidence for graft colonization with periodontal pathogens in lung transplant recipients. A pilot study.,Boehler A,Switzerland,1,False,,boehler a|switzerland,no-doi,,,
22192476,10.1016/j.cellimm.2011.11.006,2012,pre,Cellular immunology,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",HIF-1α signaling by airway epithelial cell K-α1-tubulin: role in fibrosis and chronic rejection of human lung allografts.,Mohanakumar T,United States,1,False,,mohanakumar t|united states,OA,green,https://www.ncbi.nlm.nih.gov/pmc/articles/3264699,Elsevier BV
22188413,10.1111/j.1399-0012.2011.01573.x,2012,pre,Clinical transplantation,Journal Article,The Munich-LTX-Score: predictor for survival after lung transplantation.,,Germany,1,False,,,Wiley,closed,,Wiley
22173646,10.1007/s00595-011-0087-3,2012,pre,Surgery today,Journal Article,Lung function early after lung transplantation is correlated with the frequency of regulatory T cells.,Strüber M,Germany,1,False,,strüber m|germany,Springer,closed,,Springer Science and Business Media LLC
22152000,10.1111/j.1600-6143.2011.03859.x,2012,pre,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,"Comparative Study; Journal Article; Research Support, N.I.H., Extramural",CXCR3 chemokine ligands during respiratory viral infections predict lung allograft dysfunction.,Belperio JA,United States,1,False,,belperio ja|united states,Elsevier,closed,,Elsevier BV
22151926,10.1111/j.1600-6143.2011.03857.x,2012,pre,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,"Comparative Study; Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",Cumulative exposure to gamma interferon-dependent chemokines CXCL9 and CXCL10 correlates with worse outcome after lung transplant.,Kirk AD,United States,1,True,registry,kirk ad|united states,OA,hybrid,http://www.amjtransplant.org/article/S1600613522273213/pdf,Elsevier BV
22132895,10.1111/j.1365-2249.2011.04486.x,2012,pre,Clinical and experimental immunology,"Journal Article; Research Support, N.I.H., Extramural; Research Support, U.S. Gov't, Non-P.H.S.",A shift in the collagen V antigenic epitope leads to T helper phenotype switch and immune response to self-antigen leading to chronic lung allograft rejection.,Mohanakumar T,United States,1,False,,mohanakumar t|united states,OA,bronze,https://academic.oup.com/cei/article-pdf/167/1/158/41908243/j.1365-2249.2011.04486.x.pdf,Oxford University Press (OUP)
22129764,10.1097/tp.0b013e31823dd670,2012,pre,Transplantation,Journal Article,Spirometric obstructive lung function pattern early after lung transplantation.,Gottlieb J,Germany,1,False,,gottlieb j|germany,WoltersKluwer,closed,,Ovid Technologies (Wolters Kluwer Health)
22123337,10.1111/j.1600-6143.2011.03849.x,2012,pre,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,"Journal Article; Research Support, N.I.H., Extramural; Research Support, U.S. Gov't, Non-P.H.S.",Spirometrically significant acute rejection increases the risk for BOS and death after lung transplantation.,Palmer SM,United States,1,False,,palmer sm|united states,OA,green,https://www.ncbi.nlm.nih.gov/pmc/articles/3753790,Elsevier BV
22118771,10.1186/1756-0500-4-515,2011,pre,BMC research notes,Journal Article,Prediction of BOS by the single-breath nitrogen test in double lung transplant recipients.,Bake B,Sweden,1,False,,bake b|sweden,OA,gold,https://bmcresnotes.biomedcentral.com/track/pdf/10.1186/1756-0500-4-515,Springer Science and Business Media LLC
22112935,10.1016/j.jcf.2011.10.005,2012,pre,Journal of cystic fibrosis : official journal of the European Cystic Fibrosis Society,Journal Article,Diabetes mellitus and survival in cystic fibrosis patients after lung transplantation.,Boehler A,Switzerland,1,False,,boehler a|switzerland,OA,bronze,http://www.cysticfibrosisjournal.com/article/S1569199311001779/pdf,Elsevier BV
22051280,10.1016/j.athoracsur.2011.06.086,2011,pre,The Annals of thoracic surgery,"Journal Article; Research Support, U.S. Gov't, P.H.S.",Geographic distance between donor and recipient does not influence outcomes after lung transplantation.,Lau CL,United States,1,False,registry,lau cl|united states,OA,bronze,http://www.annalsthoracicsurgery.org/article/S0003497511015979/pdf,Elsevier BV
22040717,10.1186/1755-1536-4-24,2011,pre,Fibrogenesis & tissue repair,Journal Article,A genetic polymorphism in the CAV1 gene associates with the development of bronchiolitis obliterans syndrome after lung transplantation.,Grutters JC,Netherlands,1,False,,grutters jc|netherlands,OA,hybrid,https://fibrogenesis.biomedcentral.com/counter/pdf/10.1186/1755-1536-4-24,Springer Science and Business Media LLC
22000170,10.1016/j.surg.2011.07.053,2011,pre,Surgery,"Journal Article; Research Support, Non-U.S. Gov't",The protective role of laparoscopic antireflux surgery against aspiration of pepsin after lung transplantation.,Kovacs EJ,United States,1,True,registry,kovacs ej|united states,OA,green,https://www.ncbi.nlm.nih.gov/pmc/articles/3694415,Elsevier BV
21988113,10.3109/1354750x.2011.623789,2011,pre,"Biomarkers : biochemical indicators of exposure, response, and susceptibility to chemicals","Journal Article; Research Support, N.I.H., Extramural",Human neutrophil peptide in lung chronic allograft dysfunction.,Wendt CH,United States,1,False,,wendt ch|united states,Other-paywall,closed,,Informa UK Limited
21962264,10.1016/j.athoracsur.2011.05.017,2012,pre,The Annals of thoracic surgery,Journal Article,Improved survival but marginal allograft function in patients treated with extracorporeal membrane oxygenation after lung transplantation.,Davis RD,United States,1,False,,davis rd|united states,Elsevier,closed,,Elsevier BV
21940790,10.1164/rccm.201105-0834oc,2012,pre,American journal of respiratory and critical care medicine,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",Prostaglandin E2 as an inhibitory modulator of fibrogenesis in human lung allografts.,Lama VN,United States,1,False,,lama vn|united states,OA,green,https://www.ncbi.nlm.nih.gov/pmc/articles/3262036,Oxford University Press (OUP)
21911148,10.1016/j.transproceed.2011.06.028,2011,pre,Transplantation proceedings,Journal Article; Multicenter Study,A retrospective 12-month study of conversion to everolimus in lung transplant recipients.,Santos F,Spain,1,True,registry,santos f|spain,OA,green,http://hdl.handle.net/20.500.11940/3122,Elsevier BV
21910727,10.1111/j.1365-2249.2011.04450.x,2011,pre,Clinical and experimental immunology,Journal Article,Lung transplantation affects expression of the chemokine receptor type 4 on specific T cell subsets.,Otten HG,Netherlands,1,False,,otten hg|netherlands,OA,green,https://www.ncbi.nlm.nih.gov/pmc/articles/3193925,Oxford University Press (OUP)
21904675,10.1155/2011/432169,2011,pre,Pulmonary medicine,Journal Article,The Induction of IgM and IgG Antibodies against HLA or MICA after Lung Transplantation.,Otten HG,Netherlands,1,False,,otten hg|netherlands,OA,gold,https://downloads.hindawi.com/journals/pm/2011/432169.pdf,Hindawi Limited
21876780,10.1155/2011/754383,2011,pre,Journal of transplantation,Journal Article,How to recondition ex vivo initially rejected donor lungs for clinical transplantation: clinical experience from lund university hospital.,Ingemansson R,Sweden,1,True,registry,ingemansson r|sweden,OA,gold,https://downloads.hindawi.com/journals/jtrans/2011/754383.pdf,Wiley
21871820,10.1016/j.healun.2011.07.010,2011,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't",Comparison of serum KL-6 versus bronchoalveolar lavage neutrophilia for the diagnosis of bronchiolitis obliterans in lung transplantation.,Costabel U,Germany,1,False,,costabel u|germany,Elsevier,closed,,Elsevier BV
21839261,10.1016/j.transproceed.2011.06.010,2011,pre,Transplantation proceedings,Journal Article,Long-term use of everolimus in lung transplant patients.,Melo J,,0,False,,melo j|,Elsevier,closed,,Elsevier BV
21836537,10.1097/tp.0b013e31822bf790,2011,pre,Transplantation,"Journal Article; Research Support, Non-U.S. Gov't",Survival determinants in lung transplant patients with chronic allograft dysfunction.,Vanaudenaerde BM,Belgium,1,False,,vanaudenaerde bm|belgium,WoltersKluwer,closed,,Ovid Technologies (Wolters Kluwer Health)
21817195,10.3851/imp1811,2011,pre,Antiviral therapy,"Clinical Trial; Journal Article; Research Support, Non-U.S. Gov't",Single-centre experience with oral ribavirin in lung transplant recipients with paramyxovirus infections.,Gottlieb J,Germany,1,False,,gottlieb j|germany,Other-paywall,closed,,SAGE Publications
21811747,,2011,pre,The new microbiologica,"Journal Article; Research Support, Non-U.S. Gov't",Quantitative detection of HHV-6 and HHV-7 in transbronchial biopsies from lung transplant recipients.,Cavallo R,Italy,1,False,,cavallo r|italy,no-doi,,,
21801908,10.1016/j.athoracsur.2011.04.065,2011,pre,The Annals of thoracic surgery,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",Circulating fibrocytes correlate with bronchiolitis obliterans syndrome development after lung transplantation: a novel clinical biomarker.,Lau CL,United States,1,False,,lau cl|united states,OA,green,https://www.ncbi.nlm.nih.gov/pmc/articles/3169386,Elsevier BV
21799025,10.1378/chest.11-0767,2012,pre,Chest,Journal Article; Multicenter Study,Lung size mismatch in bilateral lung transplantation is associated with allograft function and bronchiolitis obliterans syndrome.,Brower RG,Germany,1,False,,brower rg|germany,Elsevier,closed,,Elsevier BV
21794087,10.1111/j.1600-6143.2011.03663.x,2011,pre,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,Journal Article,Cytomegalovirus replication within the lung allograft is associated with bronchiolitis obliterans syndrome.,Westall G,Australia,1,False,,westall g|australia,OA,hybrid,http://www.amjtransplant.org/article/S1600613522281222/pdf,Elsevier BV
21792614,10.1007/s00330-011-2224-1,2011,pre,European radiology,"Journal Article; Research Support, Non-U.S. Gov't",Thin-section computed tomography findings before and after azithromycin treatment of neutrophilic reversible lung allograft dysfunction.,Verschakelen JA,Belgium,1,False,,verschakelen ja|belgium,OA,hybrid,https://link.springer.com/content/pdf/10.1007/s00330-011-2224-1.pdf,Springer Science and Business Media LLC
21787235,10.3109/01902148.2011.584359,2011,pre,Experimental lung research,Journal Article,Green tea epigallo-catechin-galleate ameliorates the development of obliterative airway disease.,Subramaniam M,United States,1,False,,subramaniam m|united states,Other-paywall,closed,,Informa UK Limited
21784664,10.1016/j.healun.2011.06.007,2011,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,"Journal Article; Research Support, Non-U.S. Gov't",The airway epithelium is a direct source of matrix degrading enzymes in bronchiolitis obliterans syndrome.,Chambers DC,Australia,1,True,registry,chambers dc|australia,Elsevier,closed,,Elsevier BV
21764603,10.1016/j.healun.2011.05.009,2011,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Comparative Study; Journal Article,Timing of basiliximab induction and development of acute rejection in lung transplant patients.,Betensley AD,United States,1,False,,betensley ad|united states,Elsevier,closed,,Elsevier BV
21724418,10.1016/j.healun.2011.05.007,2011,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't",Adherence to immunosuppression in adult lung transplant recipients: prevalence and risk factors.,van der Bij W,Netherlands,1,True,registry,van der bij w|netherlands,Elsevier,closed,,Elsevier BV
21716170,10.1097/tp.0b013e318224c109,2011,pre,Transplantation,"Journal Article; Research Support, Non-U.S. Gov't; Validation Study",Proteomic bronchiolitis obliterans syndrome risk monitoring in lung transplant recipients.,von Neuhoff N,Germany,1,False,,von neuhoff n|germany,WoltersKluwer,closed,,Ovid Technologies (Wolters Kluwer Health)
21707593,10.1111/j.1365-2249.2011.04436.x,2011,pre,Clinical and experimental immunology,Journal Article,Mannose-binding lectin deficiency linked to cytomegalovirus (CMV) reactivation and survival in lung transplantation.,Otten HG,Netherlands,1,True,registry,otten hg|netherlands,OA,green,https://www.ncbi.nlm.nih.gov/pmc/articles/3170990,Oxford University Press (OUP)
21701423,10.1097/tp.0b013e318222c9ea,2011,pre,Transplantation,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't",Endothelin-1 governs proliferation and migration of bronchoalveolar lavage-derived lung mesenchymal stem cells in bronchiolitis obliterans syndrome.,Aharinejad S,Austria,1,True,registry,aharinejad s|austria,WoltersKluwer,closed,,Ovid Technologies (Wolters Kluwer Health)
21693294,10.1016/j.transproceed.2011.01.163,2011,pre,Transplantation proceedings,Journal Article,Effect of pulmonary hypertension in patients with end-stage lung disease on posttransplantation outcomes.,Kaza V,United States,1,True,,kaza v|united states,Elsevier,closed,,Elsevier BV
21683838,10.1016/j.jtcvs.2011.04.028,2011,pre,The Journal of thoracic and cardiovascular surgery,"Journal Article; Research Support, Non-U.S. Gov't",Pretransplant gastroesophageal reflux compromises early outcomes after lung transplantation.,Blackstone EH,United States,1,False,,blackstone eh|united states,OA,bronze,http://www.jtcvs.org/article/S0022522311004703/pdf,Elsevier BV
21665490,10.1016/j.healun.2011.04.014,2011,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't",Medium-term outcome after lung transplantation is comparable between brain-dead and cardiac-dead donors.,Van Raemdonck DE,Belgium,1,False,,van raemdonck de|belgium,Elsevier,closed,,Elsevier BV
21641374,10.1016/j.ajpath.2011.01.058,2011,pre,The American journal of pathology,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",Resident tissue-specific mesenchymal progenitor cells contribute to fibrogenesis in human lung allografts.,Lama VN,United States,1,False,,lama vn|united states,OA,bronze,http://ajp.amjpathol.org/article/S0002944011002513/pdf,Elsevier BV
21634032,10.1002/ppul.21484,2011,pre,Pediatric pulmonology,Journal Article,Bilateral lung transplantation for pediatric idiopathic pulmonary arterial hypertension: a multi-center experience.,Benden C,Switzerland,1,True,,benden c|switzerland,Wiley,closed,,Wiley
21624839,10.1016/j.healun.2011.04.006,2011,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't",Fibroblast phenotypes and their activity are changed in the wound healing process after lung transplantation.,Westergren-Thorsson G,Sweden,1,False,,westergren-thorsson g|sweden,Elsevier,closed,,Elsevier BV
21620077,10.1016/j.transproceed.2011.03.024,2011,pre,Transplantation proceedings,Journal Article,Evaluation and significance of cytomegalovirus-specific cellular immune response in lung transplant recipients.,Cavallo R,Italy,1,False,,cavallo r|italy,Elsevier,closed,,Elsevier BV
21606594,10.1172/jci46192,2011,pre,The Journal of clinical investigation,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",Adenovirus-mediated HIF-1α gene transfer promotes repair of mouse airway allograft microvasculature and attenuates chronic rejection.,Nicolls MR,United States,1,False,,nicolls mr|united states,OA,green,https://www.ncbi.nlm.nih.gov/pmc/articles/3104770,American Society for Clinical Investigation
21568692,10.1089/hum.2010.225,2011,pre,Human gene therapy,"Journal Article; Research Support, Non-U.S. Gov't",Local long-term expression of lentivirally delivered IL-10 in the lung attenuates obliteration of intrapulmonary allograft airways.,Keshavjee S,Canada,1,False,,keshavjee s|canada,Other-paywall,closed,,SAGE Publications
21542953,,2011,pre,Chinese medical journal,"Journal Article; Research Support, Non-U.S. Gov't",Lung transplantation in a Chinese single center: 7 years of experience.,Liu M,China,1,False,,liu m|china,no-doi,,,
21512432,10.1097/tp.0b013e31821b2f7a,2011,pre,Transplantation,"Journal Article; Research Support, Non-U.S. Gov't",Stromal activation and formation of lymphoid-like stroma in chronic lung allograft dysfunction.,Keshavjee S,Canada,1,False,,keshavjee s|canada,WoltersKluwer,closed,,Ovid Technologies (Wolters Kluwer Health)
21497108,10.1016/j.ejcts.2011.03.011,2011,pre,European journal of cardio-thoracic surgery : official journal of the European Association for Cardio-thoracic Surgery,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't",Single-lung transplantation: does side matter?,Van Raemdonck D,Italy,1,False,,van raemdonck d|italy,Other-paywall,closed,,Oxford University Press (OUP)
21489819,10.1016/j.healun.2011.02.006,2011,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Journal Article; Randomized Controlled Trial,"Effect of inpatient rehabilitation on quality of life and exercise capacity in long-term lung transplant survivors: a prospective, randomized study.",,Germany,1,False,rct,,Elsevier,closed,,Elsevier BV
21482148,10.1016/j.healun.2011.02.007,2011,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,"Journal Article; Research Support, N.I.H., Extramural",Non-tuberculous mycobacterium infection after lung transplantation is associated with increased mortality.,Belperio JA,United States,1,False,,belperio ja|united states,OA,green,https://www.ncbi.nlm.nih.gov/pmc/articles/3942162,Elsevier BV
21481686,10.1016/j.healun.2011.01.710,2011,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,"Journal Article; Research Support, Non-U.S. Gov't",Decreased efferocytosis and mannose binding lectin in the airway in bronchiolitis obliterans syndrome.,Reynolds PN,Australia,1,True,registry,reynolds pn|australia,OA,bronze,http://www.jhltonline.org/article/S1053249811007418/pdf,Elsevier BV
21477368,10.1186/1465-9921-12-44,2011,pre,Respiratory research,"Journal Article; Research Support, N.I.H., Extramural",Differentiated transplant derived airway epithelial cell cytokine secretion is not regulated by cyclosporine.,White SR,United States,1,True,registry,white sr|united states,OA,gold,https://respiratory-research.biomedcentral.com/counter/pdf/10.1186/1465-9921-12-44,Springer Science and Business Media LLC
21476863,10.1089/jamp.2010.0863,2011,pre,Journal of aerosol medicine and pulmonary drug delivery,Journal Article,Safety and toxicology of cyclosporine in propylene glycol after 9-month aerosol exposure to beagle dogs.,Raff H,,0,False,,raff h|,Other-paywall,closed,,SAGE Publications
21429899,10.1136/thx.2010.155192,2011,pre,Thorax,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't",The impact of traffic air pollution on bronchiolitis obliterans syndrome and mortality after lung transplantation.,Vanaudenaerde BM,Belgium,1,False,,vanaudenaerde bm|belgium,OA,bronze,https://thorax.bmj.com/content/thoraxjnl/66/9/748.full.pdf,BMJ
21420318,10.1016/j.healun.2011.01.714,2011,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",Five-year outcomes with alemtuzumab induction after lung transplantation.,McCurry KR,United States,1,True,registry,mccurry kr|united states,OA,green,https://www.ncbi.nlm.nih.gov/pmc/articles/3110582,Elsevier BV
21419659,10.1016/j.healun.2011.01.712,2011,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,"Journal Article; Research Support, Non-U.S. Gov't",Restrictive allograft syndrome (RAS): a novel form of chronic lung allograft dysfunction.,Keshavjee S,Canada,1,False,,keshavjee s|canada,Elsevier,closed,,Elsevier BV
21418327,10.1111/j.1399-0012.2011.01435.x,2011,pre,Clinical transplantation,"Journal Article; Research Support, Non-U.S. Gov't",Clinical and immunological evaluation of 12-month azithromycin therapy in chronic lung allograft rejection.,Maria FA,Italy,1,False,,maria fa|italy,Wiley,closed,,Wiley
21414808,10.1016/j.healun.2011.01.708,2011,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,"Journal Article; Research Support, N.I.H., Extramural",Alloimmunity-induced autoimmunity as a potential mechanism in the pathogenesis of chronic rejection of human lung allografts.,Mohanakumar T,United States,1,False,,mohanakumar t|united states,OA,bronze,http://www.jhltonline.org/article/S105324981100739X/pdf,Elsevier BV
21401732,10.1111/j.1432-2277.2011.01248.x,2011,pre,Transplant international : official journal of the European Society for Organ Transplantation,"Journal Article; Research Support, Non-U.S. Gov't",Montelukast for bronchiolitis obliterans syndrome after lung transplantation: a pilot study.,Vanaudenaerde BM,Belgium,1,True,registry,vanaudenaerde bm|belgium,Other-paywall,closed,,Frontiers Media SA
21394075,10.1097/tp.0b013e318212c7d6,2011,pre,Transplantation,"Journal Article; Research Support, Non-U.S. Gov't",High levels of mannose-binding lectin are associated with poor outcomes after lung transplantation.,Westall GP,Australia,1,False,,westall gp|australia,WoltersKluwer,closed,,Ovid Technologies (Wolters Kluwer Health)
21384308,10.1055/s-0030-1250668,2011,pre,The Thoracic and cardiovascular surgeon,Journal Article,Does side matter? Effect of single lung transplant laterality on outcomes.,Fox BD,Israel,1,False,,fox bd|israel,Other-paywall,closed,,Georg Thieme Verlag KG
21376619,10.1016/j.ejcts.2011.01.035,2011,pre,European journal of cardio-thoracic surgery : official journal of the European Association for Cardio-thoracic Surgery,Evaluation Study; Journal Article,The use of non-heart-beating lung donors category III can increase the donor pool.,Erasmus ME,Netherlands,1,False,,erasmus me|netherlands,OA,bronze,https://academic.oup.com/ejcts/article-pdf/39/6/e175/23460248/39-6-e175.pdf,Oxford University Press (OUP)
21352378,10.1111/j.1399-0012.2011.01420.x,2012,pre,Clinical transplantation,"Journal Article; Research Support, N.I.H., Extramural; Research Support, U.S. Gov't, P.H.S.",Clarithromycin for prevention of bronchiolitis obliterans syndrome in lung allograft recipients.,Weill D,United States,1,False,registry,weill d|united states,Wiley,closed,,Wiley
21320711,10.1016/j.jtcvs.2010.12.025,2011,pre,The Journal of thoracic and cardiovascular surgery,Comparative Study; Journal Article,Bronchiolitis obliterans syndrome occurs earlier in the post-lung allocation score era.,Lau CL,United States,1,False,registry,lau cl|united states,OA,bronze,http://www.jtcvs.org/article/S0022522311000511/pdf,Elsevier BV
21299829,10.1111/j.1600-6143.2010.03422.x,2011,pre,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,Journal Article,The impact of pandemic influenza A H1N1 2009 on Australian lung transplant recipients.,Hopkins PM,Australia,1,True,registry,hopkins pm|australia,Elsevier,closed,,Elsevier BV
