pmid,doi,year,era,journal,pubtypes,title,senior_author,country,n_countries,is_multicenter_or_registry,design_meta,group_key
34299359,10.3390/ijms22147743,2021,post,International journal of molecular sciences,Journal Article,Liposomes Loaded with Everolimus and Coated with Hyaluronic Acid: A Promising Approach for Lung Fibrosis.,Meloni F,Italy,2,True,,meloni f|italy
34291152,10.1097/txd.0000000000001189,2021,post,Transplantation direct,Journal Article,COMP: A Potential Early Biomarker of RAS After Lung Transplantation.,Magnusson JM,Sweden,1,False,,magnusson jm|sweden
34280376,10.1016/j.athoracsur.2021.05.098,2022,post,The Annals of thoracic surgery,Journal Article,Identification of Lung Transplant Recipients With a Survival Benefit After Fundoplication.,D'Ovidio F,,0,False,,d'ovidio f|
34272887,10.1002/bimj.202000085,2021,post,Biometrical journal. Biometrische Zeitschrift,"Journal Article; Research Support, N.I.H., Extramural",A flexible joint model for multiple longitudinal biomarkers and a time-to-event outcome: With applications to dynamic prediction using highly correlated biomarkers.,Li G,United States,2,True,,li g|united states
34263577,10.1117/1.jbo.26.7.076005,2021,post,Journal of biomedical optics,"Journal Article; Research Support, Non-U.S. Gov't",Small airway dilation measured by endoscopic optical coherence tomography correlates with chronic lung allograft dysfunction.,Lane P,Canada,1,False,,lane p|canada
34251508,10.1007/s00595-021-02339-w,2022,post,Surgery today,Journal Article,Emphysematous changes and lower levels of plasma irisin are associated with bronchiolitis obliterans syndrome after bilateral living-donor lobar lung transplantation.,Toyooka S,Japan,1,False,,toyooka s|japan
34244315,10.1183/13993003.03292-2020,2022,post,The European respiratory journal,"Journal Article; Research Support, Non-U.S. Gov't",Multi-omics profiling predicts allograft function after lung transplantation.,Knapp S,Austria,2,True,,knapp s|austria
34226118,10.1016/j.healun.2021.05.016,2021,post,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Journal Article,Inferior outcomes in lung transplant recipients with serum Pseudomonas aeruginosa specific cloaking antibodies.,Chambers DC,Australia,1,False,,chambers dc|australia
34215500,10.1016/j.healun.2021.05.017,2021,post,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,"Journal Article; Research Support, Non-U.S. Gov't",Bronchoalveolar lavage cytokine-based risk stratification of minimal acute rejection in clinically stable lung transplant recipients.,Martinu T,Canada,1,True,,martinu t|canada
34186034,10.1016/j.chest.2021.06.036,2021,post,Chest,Journal Article,Clinical Features and Outcomes of Combined Pulmonary Fibrosis and Emphysema After Lung Transplantation.,Hachem RR,,0,False,,hachem rr|
34183227,10.1016/j.healun.2021.05.011,2021,post,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,"Journal Article; Research Support, Non-U.S. Gov't",Association between chronic lung allograft dysfunction and human Cytomegalovirus UL40 peptide variants in lung-transplant recipients.,Puchhammer-Stöckl E,Austria,1,False,,puchhammer-stöckl e|austria
34183226,10.1016/j.healun.2021.05.007,2021,post,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,"Journal Article; Research Support, N.I.H., Extramural",Aspiration of conjugated bile acids predicts adverse lung transplant outcomes and correlates with airway lipid and cytokine dysregulation.,D'Ovidio F,,0,False,,d'ovidio f|
34172463,10.1183/13993003.03639-2020,2022,post,The European respiratory journal,"Journal Article; Research Support, Non-U.S. Gov't",Diffusing capacity of the lung for carbon monoxide: association with long-term outcomes after lung transplantation in a 20-year longitudinal study.,Martinu T,Canada,2,True,,martinu t|canada
34164175,10.21037/jtd-20-3415,2021,post,Journal of thoracic disease,Journal Article,Chronic lung allograft pathology lesions in two rat strain combinations.,Calabrese F,Italy,1,False,,calabrese f|italy
34159688,10.1111/tid.13661,2021,post,Transplant infectious disease : an official journal of the Transplantation Society,Journal Article,Characteristics and outcomes among lung transplant patients with respiratory syncytial virus infection.,Banga A,United States,1,False,,banga a|united states
34130911,10.1016/j.healun.2021.04.009,2021,post,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,"Journal Article; Multicenter Study; Research Support, N.I.H., Intramural; Research Support, Non-U.S. Gov't","Donor-derived cell-free DNA accurately detects acute rejection in lung transplant patients, a multicenter cohort study.",Agbor-Enoh S,,0,True,,agbor-enoh s|
34126278,10.1016/j.jtct.2021.06.006,2021,post,Transplantation and cellular therapy,"Journal Article; Multicenter Study; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",Relevance of Plasma Matrix Metalloproteinase-9 for Bronchiolitis Obliterans Syndrome after Allogeneic Hematopoietic Cell Transplantation.,Lee SJ,Japan,1,True,,lee sj|japan
34122421,10.3389/fimmu.2021.661761,2021,post,Frontiers in immunology,"Journal Article; Research Support, Non-U.S. Gov't",Connective Tissue Growth Factor Is Overexpressed in Explant Lung Tissue and Broncho-Alveolar Lavage in Transplant-Related Pulmonary Fibrosis.,Vos R,Belgium,2,True,,vos r|belgium
34113715,10.1097/txd.0000000000001128,2021,post,Transplantation direct,Journal Article,Risk of Lung Allograft Dysfunction Associated With Aspergillus Infection.,Fadel E,France,2,True,,fadel e|france
34111430,10.1016/j.ajpath.2021.05.014,2021,post,The American journal of pathology,"Journal Article; Research Support, Non-U.S. Gov't",Protein Signatures of Remodeled Airways in Transplanted Lungs with Bronchiolitis Obliterans Syndrome Obtained Using Laser-Capture Microdissection.,Westergren-Thorsson G,Sweden,2,True,,westergren-thorsson g|sweden
34078558,10.1016/j.healun.2021.03.019,2021,post,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Comparative Study; Journal Article,Comparison of de novo donor-specific antibodies between living and cadaveric lung transplantation.,Date H,Japan,1,False,,date h|japan
34075005,10.1097/tp.0000000000003839,2021,post,Transplantation,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",Impact of COVID-19 on Lung Allograft and Clinical Outcomes in Lung Transplant Recipients: A Case-control Study.,Shah PD,,0,False,,shah pd|
34062125,10.1016/j.athoracsur.2021.05.010,2022,post,The Annals of thoracic surgery,Journal Article,Outcomes of Lung Transplantation From Hepatitis C Viremic Donors.,Funamoto M,,0,True,registry,funamoto m|
34058795,10.1111/ajt.16707,2021,post,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,Journal Article,Long-term outcomes of sensitized lung transplant recipients after peri-operative desensitization.,Tinckam K,Canada,1,False,,tinckam k|canada
34033867,10.1016/j.trim.2021.101415,2021,post,Transplant immunology,"Journal Article; Research Support, Non-U.S. Gov't",Role of CMV chemokine receptor M33 in airway graft rejection in a mouse transplant model.,Heim C,Germany,1,False,,heim c|germany
34030202,10.1055/s-0041-1729175,2021,post,Seminars in respiratory and critical care medicine,Journal Article,Chronic Lung Allograft Dysfunction: Evolving Concepts and Therapies.,Weigt SS,,0,False,,weigt ss|
34030200,10.1055/s-0041-1728794,2021,post,Seminars in respiratory and critical care medicine,"Journal Article; Research Support, N.I.H., Extramural",Primary Graft Dysfunction.,Diamond JM,,0,False,,diamond jm|
34016620,10.1183/13993003.04090-2020,2021,post,The European respiratory journal,Journal Article,A virtual crossmatch-based strategy for perioperative desensitisation in lung transplant recipients with pre-formed donor-specific antibodies: 3-year outcome.,Brugière O,France,1,False,,brugière o|france
34008917,10.1111/ajt.16692,2021,post,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,"Journal Article; Multicenter Study; Research Support, N.I.H., Extramural",COVID-19 in hospitalized lung and non-lung solid organ transplant recipients: A comparative analysis from a multicenter study.,,Turkey,1,True,,
33999570,10.1097/rti.0000000000000595,2022,post,Journal of thoracic imaging,Journal Article,Head-to-head Comparison of Qualitative Radiologist Assessment With Automated Quantitative Computed Tomography Analysis for Bronchiolitis Obliterans Syndrome After Hematopoietic Cell Transplantation.,Guo HH,,0,False,,guo hh|
33994181,10.1016/j.transproceed.2021.03.035,2021,post,Transplantation proceedings,Journal Article; Observational Study,Gastroesophageal Reflux and Esophageal Motility Disorder After Lung Transplant: Influence on the Transplanted Graft.,Perez V,Spain,1,False,,perez v|spain
33993180,10.1097/tp.0000000000003820,2022,post,Transplantation,"Journal Article; Research Support, N.I.H., Extramural",Circulating Donor Lung-specific Exosome Profiles Enable Noninvasive Monitoring of Acute Rejection in a Rodent Orthotopic Lung Transplantation Model.,Vallabhajosyula P,Japan,1,False,,vallabhajosyula p|japan
33988333,10.1097/tp.0000000000003756,2021,post,Transplantation,Journal Article,Evolution of Recipient Characteristics Over 3 Decades and Impact on Survival After Lung Transplantation.,McCurry KR,,0,False,,mccurry kr|
33980752,10.5761/atcs.oa.20-00398,2021,post,Annals of thoracic and cardiovascular surgery : official journal of the Association of Thoracic and Cardiovascular Surgeons of Asia,Journal Article,Effect of CTLA4-Ig on Obliterative Bronchiolitis in a Mouse Intrapulmonary Tracheal Transplantation Model.,Okada Y,Japan,1,False,,okada y|japan
33961136,10.1007/s00595-021-02293-7,2022,post,Surgery today,Journal Article,Circulating anti-human leukocyte antigen IgM antibodies as a potential early predictor of allograft rejection and a negative clinical outcome after lung transplantation.,Toyooka S,Japan,1,False,,toyooka s|japan
33956976,10.1093/ejcts/ezab164,2021,post,European journal of cardio-thoracic surgery : official journal of the European Association for Cardio-thoracic Surgery,Journal Article,Liver-first strategy for a combined lung and liver transplant in patients with cystic fibrosis.,Ius F,Germany,1,False,,ius f|germany
33955079,10.1111/tme.12779,2021,post,"Transfusion medicine (Oxford, England)",Journal Article,Extracorporeal photopheresis to attenuate decline in lung function due to refractory obstructive allograft dysfunction.,Despotis G,United States,1,False,,despotis g|united states
33942129,10.1007/s00408-021-00449-3,2021,post,Lung,"Journal Article; Research Support, Non-U.S. Gov't",The Role of Galectins in Chronic Lung Allograft Dysfunction.,Bennett D,Italy,1,False,,bennett d|italy
33936089,10.3389/fimmu.2021.658062,2021,post,Frontiers in immunology,"Journal Article; Research Support, Non-U.S. Gov't",Airway Telomere Length in Lung Transplant Recipients.,Chambers DC,Australia,1,False,,chambers dc|australia
33933356,10.1016/j.asjsur.2021.04.020,2022,post,Asian journal of surgery,Journal Article,Lung transplantation for non-cystic fibrosis bronchiectasis in Turkey: An initial institutional experience.,Tasci E,Turkey,1,False,,tasci e|turkey
33930357,10.1016/j.athoracsur.2021.04.032,2022,post,The Annals of thoracic surgery,Journal Article,Improved Outcomes of Infant Lung Transplantation Over 3 Decades.,Eghtesady P,,0,True,registry,eghtesady p|
33916034,10.3390/cells10040780,2021,post,Cells,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't",Regulatory and Effector Cell Disequilibrium in Patients with Acute Cellular Rejection and Chronic Lung Allograft Dysfunction after Lung Transplantation: Comparison of Peripheral and Alveolar Distribution.,Bennett D,Italy,1,False,,bennett d|italy
33894269,10.1016/j.lfs.2021.119496,2021,post,Life sciences,Journal Article,CD26 as a target against fibrous formation in chronic airway rejection lesions.,Jang JH,Switzerland,3,True,,jang jh|switzerland
33863738,10.1183/13993003.02975-2020,2021,post,The European respiratory journal,"Journal Article; Research Support, Non-U.S. Gov't",Association between the renin-angiotensin system and chronic lung allograft dysfunction.,Martinu T,Canada,1,True,,martinu t|canada
33863302,10.1186/s12890-021-01442-5,2021,post,BMC pulmonary medicine,Journal Article,Recovery of physical function in lung transplant recipients with sarcopenia.,Okada Y,Japan,1,False,,okada y|japan
33848359,10.1111/ctr.14315,2021,post,Clinical transplantation,"Journal Article; Research Support, Non-U.S. Gov't",Atelectasis in primary graft dysfunction survivors after lung transplantation.,Halloran K,Canada,1,False,,halloran k|canada
33843792,10.1097/sla.0000000000004916,2023,post,Annals of surgery,Journal Article,Textbook Outcome: Definition and Analysis of a Novel Quality Measure in Lung Transplantation.,Hartwig MG,,0,False,,hartwig mg|
33840162,10.1111/ajt.16601,2021,post,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,"Journal Article; Multicenter Study; Research Support, N.I.H., Extramural",Correlation between BAL CXCR3 chemokines and lung allograft histopathologies: A multicenter study.,Belperio JA,United States,2,True,,belperio ja|united states
33839934,10.1007/s00595-021-02285-7,2021,post,Surgery today,Journal Article,Importance of the preoperative prognostic nutritional index score as a predictor of chronic lung allograft dysfunction after lung transplantation: a Japanese single-institution study.,Shintani Y,Japan,1,False,,shintani y|japan
33827576,10.1186/s12931-021-01699-8,2021,post,Respiratory research,Journal Article,Lung transplantation for late-onset non-infectious chronic pulmonary complications of allogenic hematopoietic stem cell transplant.,Juvet SC,Canada,1,True,,juvet sc|canada
33814284,10.1016/j.healun.2021.02.008,2021,post,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,"Comparative Study; Journal Article; Observational Study; Research Support, N.I.H., Extramural; Research Support, N.I.H., Intramural",Use of donor-derived-cell-free DNA as a marker of early allograft injury in primary graft dysfunction (PGD) to predict the risk of chronic lung allograft dysfunction (CLAD).,Agbor-Enoh S,,0,False,,agbor-enoh s|
33807615,10.3390/jcm10051078,2021,post,Journal of clinical medicine,Journal Article,Lung Ultrasound to Phenotype Chronic Lung Allograft Dysfunction in Lung Transplant Recipients. A Prospective Observational Study.,Schultz HHL,Denmark,1,False,,schultz hhl|denmark
33804639,10.3390/cells10030688,2021,post,Cells,"Journal Article; Research Support, Non-U.S. Gov't",miRNAs Potentially Involved in Post Lung Transplant-Obliterative Bronchiolitis: The Role of miR-21-5p.,Morbini P,Italy,2,True,,morbini p|italy
33781665,10.1016/j.healun.2021.02.014,2021,post,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.",N-myc-interactor mediates microbiome induced epithelial to mesenchymal transition and is associated with chronic lung allograft dysfunction.,Sharma NS,,0,False,,sharma ns|
33762606,10.1038/s41598-021-85949-1,2021,post,Scientific reports,"Journal Article; Research Support, Non-U.S. Gov't",Potential novel biomarkers for chronic lung allograft dysfunction and azithromycin responsive allograft dysfunction.,Moser B,Austria,1,False,,moser b|austria
33748410,10.1097/txd.0000000000001134,2021,post,Transplantation direct,Journal Article,Outcomes Following ATG Therapy for Chronic Lung Allograft Dysfunction.,Westall G,Australia,1,True,,westall g|australia
33719597,10.1177/0003134821998678,2022,post,The American surgeon,Journal Article,Treatment of Gastroesophageal Reflux Disease After Lung Transplant Using Radiofrequency Ablation to the Lower Esophageal Sphincter (Stretta Procedure).,Scheeres DE,United States,1,True,,scheeres de|united states
33717427,10.1177/2040622321993441,2021,post,Therapeutic advances in chronic disease,Journal Article,Twelve-month effects of everolimus on renal and lung function in lung transplantation: differences in chronic lung allograft dysfunction phenotypes.,Solidoro P,Italy,1,True,,solidoro p|italy
33656222,10.1111/imj.15256,2022,post,Internal medicine journal,Journal Article,Outcomes of non-cystic fibrosis-related bronchiectasis post-lung transplantation.,Whitford H,Australia,1,False,,whitford h|australia
33648871,10.1016/j.healun.2021.01.007,2021,post,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Journal Article,Spectrum of findings on ventilation‒perfusion lung scintigraphy after lung transplantation and association with outcomes.,Banga A,,0,False,,banga a|
33640121,10.1016/j.jtcvs.2021.01.066,2022,post,The Journal of thoracic and cardiovascular surgery,"Journal Article; Research Support, Non-U.S. Gov't",Subnormothermic ex vivo lung perfusion attenuates graft inflammation in a rat transplant model.,,,0,False,,
33605204,10.6002/ect.2020.0282,2021,post,Experimental and clinical transplantation : official journal of the Middle East Society for Organ Transplantation,Journal Article,Lung Transplantation for Cystic Fibrosis in Turkey: First Report.,Tasci E,Turkey,1,False,,tasci e|turkey
33569504,10.1183/23120541.00381-2020,2021,post,ERJ open research,Journal Article,Near-normal aerobic capacity in long-term survivors after lung transplantation.,Ojanguren I,Spain,1,True,,ojanguren i|spain
33560725,10.1097/tp.0000000000003606,2021,post,Transplantation,"Journal Article; Multicenter Study; Research Support, Non-U.S. Gov't",Overexpression of the MSK1 Kinase in Patients With Chronic Lung Allograft Dysfunction and Its Confirmed Role in a Murine Model.,,France,2,True,,
33550369,10.1093/icvts/ivab021,2021,post,Interactive cardiovascular and thoracic surgery,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",Microvasculature in murine tracheal allografts after combined therapy with clopidogrel and everolimus.,Ensminger SM,Germany,2,True,,ensminger sm|germany
33532456,10.1183/23120541.00462-2020,2021,post,ERJ open research,Journal Article,"Donor-derived, cell-free DNA levels by next-generation targeted sequencing are elevated in allograft rejection after lung transplantation.",Nicolls MR,United States,1,False,,nicolls mr|united states
33515927,10.1016/j.clinimag.2021.01.011,2021,post,Clinical imaging,Journal Article,Lung hyperinflation quantitated by chest CT in children with bronchiolitis obliterans syndrome following allogeneic hematopoietic cell transplantation.,Kaditis AG,United States,1,False,,kaditis ag|united states
33506764,10.1016/j.athoracsur.2020.08.040,2021,post,The Annals of thoracic surgery,Journal Article,Clinical Outcomes of Lung Transplants From Donors With Unexpected Pulmonary Embolism.,Puri V,,0,False,,puri v|
33496558,10.1097/tp.0000000000003645,2021,post,Transplantation,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",Human Metapneumovirus and Parainfluenza Virus Infections in Lung Transplant Recipients: The Effects on Lung Allograft and Clinical Outcomes.,Shah PD,,0,False,,shah pd|
33479107,10.1183/13993003.03358-2020,2021,post,The European respiratory journal,Journal Article,Lung transplantation for sarcoidosis: outcome and prognostic factors.,Gottlieb J,Germany,8,True,,gottlieb j|germany
33473053,10.5761/atcs.oa.20-00237,2021,post,Annals of thoracic and cardiovascular surgery : official journal of the Association of Thoracic and Cardiovascular Surgeons of Asia,Journal Article,Long-Term Outcomes of Cadaveric Lobar Lung Transplantation: An Important Surgical Option.,Weder W,Switzerland,1,False,,weder w|switzerland
33460570,10.1016/s2213-2600(20)30405-7,2021,post,The Lancet. Respiratory medicine,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",Lung microbiota predict chronic rejection in healthy lung transplant recipients: a prospective cohort study.,Dickson RP,United States,1,True,,dickson rp|united states
33448479,10.1111/tri.13720,2020,post,Transplant international : official journal of the European Society for Organ Transplantation,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",Distinct molecular and immunological properties of circulating exosomes isolated from pediatric lung transplant recipients with bronchiolitis obliterans syndrome - a retrospective study.,Mohanakumar T,United States,1,False,,mohanakumar t|united states
33439337,10.1007/s00408-020-00417-3,2021,post,Lung,Journal Article,Utilization of Quantitative Computed Tomography Assessment to Identify Bronchiolitis Obliterans Syndrome After Single Lung Transplantation.,Hochhegger B,Brazil,3,True,,hochhegger b|brazil
33397442,10.1186/s13063-020-04843-9,2021,post,Trials,Journal Article; Randomized Controlled Trial,Combined low-dose everolimus and low-dose tacrolimus after Alemtuzumab induction therapy: a randomized prospective trial in lung transplantation.,Jaksch P,Austria,1,True,rct,jaksch p|austria
33351064,10.1093/icvts/ivaa311,2021,post,Interactive cardiovascular and thoracic surgery,Journal Article,Postoperative outcomes of lung transplant recipients with preformed donor-specific antibodies.,Date H,Japan,1,False,,date h|japan
33339555,10.1016/j.healun.2020.10.005,2021,post,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,"Journal Article; Research Support, Non-U.S. Gov't",The autotaxin-lysophosphatidic acid pathway mediates mesenchymal cell recruitment and fibrotic contraction in lung transplant fibrosis.,Chambers DC,Australia,2,True,,chambers dc|australia
33317956,10.1016/j.healun.2019.12.005,2021,post,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,"Journal Article; Research Support, Non-U.S. Gov't",Bronchiolitis obliterans syndrome is associated with increased senescent lymphocytes in the small airways.,Holmes M,Australia,1,True,,holmes m|australia
33315265,10.1111/ctr.14188,2021,post,Clinical transplantation,"Journal Article; Research Support, Non-U.S. Gov't",Relation of sputum neutrophilia to the development of chronic lung allograft dysfunction after lung transplantation.,Holm AM,Norway,2,True,,holm am|norway
33303550,10.1183/13993003.01416-2020,2021,post,The European respiratory journal,"Journal Article; Research Support, Non-U.S. Gov't","Cathepsin B promotes collagen biosynthesis, which drives bronchiolitis obliterans syndrome.",Yildirim AÖ,Germany,2,True,,yildirim aö|germany
33268593,10.1172/jci.insight.136533,2020,post,JCI insight,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",Humoral immune responses mediate the development of a restrictive phenotype of chronic lung allograft dysfunction.,Lama VN,United States,1,False,,lama vn|united states
33249747,10.1111/ajt.16417,2021,post,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",Interleukin 6 trans-signaling is a critical driver of lung allograft fibrosis.,Lama VN,United States,1,False,,lama vn|united states
33244143,10.1038/s41598-020-77828-y,2020,post,Scientific reports,"Journal Article; Research Support, Non-U.S. Gov't",Loading Imatinib inside targeted nanoparticles to prevent Bronchiolitis Obliterans Syndrome.,Meloni F,Italy,2,True,,meloni f|italy
33233857,10.3390/cells9112516,2020,post,Cells,"Journal Article; Research Support, Non-U.S. Gov't",Peripheral Blood Eosinophilia Is Associated with Poor Outcome Post-Lung Transplantation.,Group The Leuven Lung Transplant,Belgium,1,False,,group the leuven lung transplant|belgium
33217540,10.1016/j.trim.2020.101352,2021,post,Transplant immunology,"Journal Article; Research Support, Non-U.S. Gov't",Free Airway C4d after Lung Transplantation - A Quantitative Analysis of Bronchoalveolar Lavage Fluid.,Vanaudenaerde B,Belgium,2,True,,vanaudenaerde b|belgium
33209382,10.21037/jtd-20-2043,2020,post,Journal of thoracic disease,Journal Article,A new lung donor score to predict short and long-term survival in lung transplantation.,Inci I,Switzerland,1,True,registry,inci i|switzerland
33187933,10.1016/j.jcf.2020.09.013,2021,post,Journal of cystic fibrosis : official journal of the European Cystic Fibrosis Society,"Journal Article; Research Support, Non-U.S. Gov't",Airway epithelial stem cell chimerism in cystic fibrosis lung transplant recipients.,Reynolds SD,United States,1,True,,reynolds sd|united states
33171173,10.1016/j.athoracsur.2020.10.018,2021,post,The Annals of thoracic surgery,Journal Article,Outcome of Lung Transplantation Using Grafts From Donors Over 65 Years of Age.,,France,1,False,,
33146445,10.1111/ctr.14140,2021,post,Clinical transplantation,Journal Article,Characteristics and outcomes among patients with community-acquired respiratory virus infections during the first year after lung transplantation.,Banga A,United States,1,False,,banga a|united states
33129576,10.1016/j.humimm.2020.10.006,2021,post,Human immunology,Journal Article,Self-reactive antibodies associated with bronchiolitis obliterans syndrome subtype of chronic lung allograft dysfunction.,Li QZ,United States,1,False,,li qz|united states
33093763,10.36141/svdld.v37i1.8775,2020,post,"Sarcoidosis, vasculitis, and diffuse lung diseases : official journal of WASOG",Comparative Study; Journal Article,Serum Amyloid A in lung transplantation.,Rottoli P,Italy,1,False,,rottoli p|italy
33078555,10.1111/ajt.16360,2021,post,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",Type-1 immunity and endogenous immune regulators predominate in the airway transcriptome during chronic lung allograft dysfunction.,McDyer JF,,0,False,,mcdyer jf|
33071182,10.1016/j.healun.2020.09.016,2020,post,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Journal Article; Multicenter Study,The impact of HLA-DR mismatch status on retransplant-free survival and bronchiolitis obliterans syndrome‒free survival among sensitized lung transplant recipients.,Golberg HJ,,0,True,registry,golberg hj|
33065051,10.1016/j.athoracsur.2020.07.060,2021,post,The Annals of thoracic surgery,"Journal Article; Research Support, N.I.H., Extramural",Impact of Nighttime Lung Transplantation on Outcomes and Costs.,Puri V,,0,True,,puri v|
33062840,10.1097/txd.0000000000001062,2020,post,Transplantation direct,Journal Article,Donor HLA-DR Drives the Development of De Novo Autoimmunity Following Lung and Heart Transplantation.,Burlingham WJ,,0,False,,burlingham wj|
33057713,10.1093/icvts/ivaa165,2020,post,Interactive cardiovascular and thoracic surgery,Journal Article; Multicenter Study,Rare indications for a lung transplant. A European Society of Thoracic Surgeons survey.,Inci I,Switzerland,7,True,,inci i|switzerland
33041181,10.1016/j.healun.2020.09.006,2020,post,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,"Journal Article; Research Support, Non-U.S. Gov't",Azithromycin prophylaxis after lung transplantation is associated with improved overall survival.,Halloran K,Canada,1,False,,halloran k|canada
33039145,10.1016/j.transproceed.2020.09.003,2021,post,Transplantation proceedings,Journal Article,Outcomes Following Extracorporeal Photopheresis for Chronic Lung Allograft Dysfunction Following Lung Transplantation: A Single-Center Experience.,Harrison SJ,Australia,1,False,,harrison sj|australia
33033147,10.1183/13993003.00344-2020,2021,post,The European respiratory journal,"Journal Article; Research Support, Non-U.S. Gov't",The mononuclear phagocyte system contributes to fibrosis in post-transplant obliterans bronchiolitis.,Goriely S,Belgium,2,True,,goriely s|belgium
33025592,10.1111/tri.13760,2021,post,Transplant international : official journal of the European Society for Organ Transplantation,Journal Article,Eosinophils in transbronchial biopsies: a predictor of chronic lung allograft dysfunction and reduced survival after lung transplantation - a retrospective single-center cohort study.,Martinu T,Canada,2,True,,martinu t|canada
33008353,10.1186/s12890-020-01299-0,2020,post,BMC pulmonary medicine,Journal Article,The fraction of sensitization among lung transplant recipients in a transplant center in Japan.,Okada Y,Japan,2,True,,okada y|japan
32981841,10.1016/j.healun.2020.09.003,2020,post,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Journal Article; Observational Study,"Donor-specific antibody characteristics, including persistence and complement-binding capacity, increase risk for chronic lung allograft dysfunction.",Zeevi A,,0,False,,zeevi a|
32949050,10.1111/ctr.14088,2020,post,Clinical transplantation,Journal Article,Plasma mycophenolic acid concentration and the clinical outcome after lung transplantation.,Okada Y,Japan,1,False,,okada y|japan
32941392,10.1097/tp.0000000000003456,2021,post,Transplantation,Journal Article,"Diagnostic Yield of 18F-FDG PET After Lung Transplantation: A Single-center, Retrospective Cohort Study.",Vos R,Belgium,1,False,,vos r|belgium
32917480,10.1016/j.healun.2020.08.008,2020,post,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Journal Article,Longitudinal lung function measurements in single lung transplant recipients with chronic lung allograft dysfunction.,Kneidinger N,Germany,1,False,,kneidinger n|germany
32913585,,2020,post,International journal of organ transplantation medicine,Journal Article,The Effect of Monthly Anti-CD25+ Treatment with Basiliximab on the Progression of Chronic Renal Dysfunction after Lung Transplantation.,Ardehali A,United States,1,True,,ardehali a|united states
32898329,10.1002/ctm2.140,2020,post,Clinical and translational medicine,Journal Article,Mir-27a-3p attenuates bronchiolitis obliterans in vivo via the regulation of dendritic cells' maturation and the suppression of myofibroblasts' differentiation.,Chen J,China,1,False,,chen j|china
32890135,10.1097/tp.0000000000003428,2021,post,Transplantation,"Journal Article; Research Support, N.I.H., Extramural","Decline in Club Cell Secretory Proteins, Exosomes Induction and Immune Responses to Lung Self-antigens, Kα1 Tubulin and Collagen V, Leading to Chronic Rejection After Human Lung Transplantation.",Mohanakumar T,,0,False,,mohanakumar t|
32885581,10.1111/ajt.16293,2021,post,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,"Journal Article; Multicenter Study; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.",Chronic lung allograft dysfunction small airways reveal a lymphocytic inflammation gene signature.,Greenland JR,United States,1,True,,greenland jr|united states
32853567,10.1016/j.athoracsur.2020.06.052,2021,post,The Annals of thoracic surgery,Journal Article,Natural History of Pleural Complications After Lung Transplantation.,Ahmad U,,0,False,,ahmad u|
32827713,10.1016/j.cmi.2020.07.050,2021,post,Clinical microbiology and infection : the official publication of the European Society of Clinical Microbiology and Infectious Diseases,Journal Article; Multicenter Study,"Incidence, management and outcome of respiratory syncytial virus infection in adult lung transplant recipients: a 9-year retrospective multicentre study.",Ader F,France,1,True,,ader f|france
