pmid,doi,year,era,journal,pubtypes,title,senior_author,country,n_countries,is_multicenter_or_registry,design_meta,group_key
25922973,10.1164/rccm.201501-0174oc,2015,pre,American journal of respiratory and critical care medicine,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",Longitudinal Forced Vital Capacity Monitoring as a Prognostic Adjunct after Lung Transplantation.,Lama VN,,0,False,,lama vn|
25904524,10.1111/ajt.13274,2015,pre,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",Tolerance of Lung Allografts Achieved in Nonhuman Primates via Mixed Hematopoietic Chimerism.,Allan JS,,0,True,,allan js|
25881588,10.1093/ejcts/ezv108,2016,pre,European journal of cardio-thoracic surgery : official journal of the European Association for Cardio-thoracic Surgery,Evaluation Study; Journal Article,Retrograde in situ versus antegrade pulmonary preservation in clinical lung transplantation: a single-centre experience.,Strueber M,Germany,2,True,,strueber m|germany
25851200,10.1016/j.jvir.2015.02.017,2015,pre,Journal of vascular and interventional radiology : JVIR,Journal Article,Endovascular management of early lung transplant-related anastomotic pulmonary artery stenosis.,Davies MG,United States,1,False,,davies mg|united states
25848314,10.2147/jir.s78259,2015,pre,Journal of inflammation research,Journal Article,Respiratory metapneumoviral infection without co-infection in association with acute and chronic lung allograft dysfunction.,Dosanjh A,United States,1,False,,dosanjh a|united states
25841614,10.1016/j.trim.2015.03.003,2015,pre,Transplant immunology,Journal Article,Profiling of peripheral blood mononuclear cells does not accurately predict the bronchiolitis obliterans syndrome after lung transplantation.,Otten HG,Netherlands,1,False,,otten hg|netherlands
25827676,10.1016/j.athoracsur.2015.01.052,2015,pre,The Annals of thoracic surgery,"Journal Article; Research Support, Non-U.S. Gov't",Pulmonary retransplantation in the Nordic countries.,,Denmark,3,True,,
25819270,10.1016/j.arcmed.2015.03.004,2015,pre,Archives of medical research,Journal Article,Could Ex Vivo Lung Perfusion Be a Platform to Decrease the Incidence of Chronic Lung Allograft Dysfunction?,Mohamed MS,Germany,1,False,,mohamed ms|germany
25816104,10.1148/radiol.15141486,2015,pre,Radiology,Journal Article,Chronic Lung Allograft Dysfunction: Oxygen-enhanced T1-Mapping MR Imaging of the Lung.,Vogel-Claussen J,Germany,1,False,,vogel-claussen j|germany
25777057,10.1093/ejcts/ezv051,2016,pre,European journal of cardio-thoracic surgery : official journal of the European Association for Cardio-thoracic Surgery,Comparative Study; Journal Article,Long-term results after lung transplantation using organs from circulatory death donors: a propensity score-matched analysis†.,Simon AR,Germany,2,True,,simon ar|germany
25773063,10.1111/ajt.13215,2015,pre,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,"Journal Article; Research Support, N.I.H., Extramural",CD4 T Cells but Not Th17 Cells Are Required for Mouse Lung Transplant Obliterative Bronchiolitis.,Shilling RA,United States,1,False,,shilling ra|united states
25769073,10.1097/tp.0000000000000687,2015,pre,Transplantation,Comparative Study; Journal Article,Evaluation of Alemtuzumab Versus Basiliximab Induction: A Retrospective Cohort Study in Lung Transplant Recipients.,Hage CA,India,1,True,,hage ca|india
25753833,10.1016/j.healun.2015.01.009,2015,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Journal Article,Oral ribavirin for respiratory syncytial virus infection after lung transplantation: Efficacy and cost-efficiency.,Glanville AR,United Kingdom,1,False,,glanville ar|united kingdom
25732447,10.1378/chest.14-1049,2015,pre,Chest,Journal Article,Aspiration-related pulmonary syndromes.,Ryu JH,China,1,False,,ryu jh|china
25727073,10.1111/ajt.13189,2015,pre,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,"Comparative Study; Journal Article; Research Support, N.I.H., Extramural; Research Support, U.S. Gov't, Non-P.H.S.","Cyclosporine Does Not Prevent Microvascular Loss in Transplantation but Can Synergize With a Neutrophil Elastase Inhibitor, Elafin, to Maintain Graft Perfusion During Acute Rejection.",Nicolls MR,France,1,True,,nicolls mr|france
25714615,10.1136/thoraxjnl-2014-205998,2015,pre,Thorax,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",A randomised controlled trial of azithromycin therapy in bronchiolitis obliterans syndrome (BOS) post lung transplantation.,Ward C,United Kingdom,1,False,rct,ward c|united kingdom
25707585,10.1016/j.athoracsur.2014.12.008,2015,pre,The Annals of thoracic surgery,Evaluation Study; Journal Article,Outcomes in pediatric lung transplant recipients receiving adult allografts.,Black SM,,0,True,registry,black sm|
25695787,10.1097/tp.0000000000000632,2015,pre,Transplantation,"Journal Article; Research Support, Non-U.S. Gov't",Allogeneic CD4+CD25high T cells regulate obliterative bronchiolitis of heterotopic bronchus allografts in both porcinized and humanized mouse models.,Warnecke G,Germany,1,False,,warnecke g|germany
25687798,10.1016/j.bbmt.2015.02.006,2015,pre,Biology of blood and marrow transplantation : journal of the American Society for Blood and Marrow Transplantation,Journal Article,Predictive value of bronchiolitis obliterans syndrome stage 0p in chronic graft-versus-host disease of the lung.,Couriel DR,,0,False,,couriel dr|
25683785,10.1111/ajt.13029,2015,pre,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,"Journal Article; Research Support, N.I.H., Extramural",Staphylococcus via an interaction with the ELR+ CXC chemokine ENA-78 is associated with BOS.,Belperio JA,,0,False,,belperio ja|
25662904,10.1007/s11899-014-0244-z,2015,pre,Current hematologic malignancy reports,Journal Article,A call to arms: a critical need for interventions to limit pulmonary toxicity in the stem cell transplantation patient population.,Hildebrandt GC,United States,1,True,,hildebrandt gc|united states
25659973,10.1111/ctr.12528,2015,pre,Clinical transplantation,Journal Article,"Lung transplantation in chronic obstructive pulmonary disease: long-term survival, freedom from bronchiolitis obliterans syndrome, and factors influencing outcome.",Simon AR,Germany,1,False,,simon ar|germany
25651312,10.1097/tp.0000000000000602,2015,pre,Transplantation,"Journal Article; Research Support, Non-U.S. Gov't",Metalloproteinase Profiling in Lung Transplant Recipients With Good Outcome and Bronchiolitis Obliterans Syndrome.,van der Toorn M,Netherlands,1,False,,van der toorn m|netherlands
25651311,10.1097/tp.0000000000000578,2015,pre,Transplantation,Comparative Study; Journal Article,Lung Preservation With Perfadex or Celsior in Clinical Transplantation: A Retrospective Single-Center Analysis of Outcomes.,Strueber M,United Kingdom,1,False,,strueber m|united kingdom
25649290,10.1111/ajt.13185,2015,pre,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,"Journal Article; Research Support, N.I.H., Extramural",Dysregulated MicroRNA Expression and Chronic Lung Allograft Rejection in Recipients With Antibodies to Donor HLA.,Mohanakumar T,,0,False,,mohanakumar t|
25628788,,2014,pre,American journal of translational research,Journal Article,Inducible costimulatory molecule deficiency induced imbalance of Treg and Th17/Th2 delays rejection reaction in mice undergoing allogeneic tracheal transplantation.,Shen Q,China,1,False,,shen q|china
28514585,,2015,pre,Clinical transplants,Journal Article,Advancing Lung Transplantation.,Hachem RR,,0,True,,hachem rr|
25533723,10.1111/ctr.12502,2015,pre,Clinical transplantation,Journal Article,The number of FoxP3+ cells in transbronchial lung allograft biopsies does not predict bronchiolitis obliterans syndrome within the first five years after transplantation.,Andersen CB,Denmark,1,False,,andersen cb|denmark
25524280,10.14814/phy2.12244,2014,pre,Physiological reports,Journal Article,Noninvasive assessment for acute allograft rejection in a rat lung transplantation model.,Date H,Japan,1,False,,date h|japan
25499141,10.1016/j.healun.2014.10.004,2015,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,"Journal Article; Research Support, N.I.H., Extramural",Bronchiolitis obliterans syndrome is not specific for bronchiolitis obliterans in pediatric lung transplant.,Faro A,,0,False,,faro a|
25489125,10.4103/0971-3026.143894,2014,pre,The Indian journal of radiology & imaging,Journal Article,Imaging in lung transplants: Checklist for the radiologist.,Goldberg HJ,United States,1,False,,goldberg hj|united states
25488753,10.1111/ajt.12977,2015,pre,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,"Journal Article; Research Support, Non-U.S. Gov't",Role of HLA-G as a predictive marker of low risk of chronic rejection in lung transplant recipients: a clinical prospective study.,Rouas-Freiss N,France,1,True,,rouas-freiss n|france
25479016,10.1371/journal.pone.0114001,2014,pre,PloS one,"Journal Article; Research Support, Non-U.S. Gov't",Cardiac mass and function decrease in bronchiolitis obliterans syndrome after lung transplantation: relationship to physical activity?,Vogel-Claussen J,Germany,1,False,,vogel-claussen j|germany
25478178,10.1136/bmjresp-2014-000027,2014,pre,BMJ open respiratory research,Journal Article,Primary mesenchymal stem cells in human transplanted lungs are CD90/CD105 perivascularly located tissue-resident cells.,Westergren-Thorsson G,Sweden,2,True,,westergren-thorsson g|sweden
25476845,10.1016/j.healun.2014.09.044,2015,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,"Clinical Study; Journal Article; Research Support, Non-U.S. Gov't",Functional outcomes and quality of life after normothermic ex vivo lung perfusion lung transplantation.,Singer LG,Canada,1,False,,singer lg|canada
25468952,10.1093/ejcts/ezu463,2015,pre,European journal of cardio-thoracic surgery : official journal of the European Association for Cardio-thoracic Surgery,Journal Article,Unilateral chronic lung allograft dysfunction is a characteristic of bilateral living-donor lobar lung transplantation.,Date H,Japan,1,False,,date h|japan
25447585,10.1016/j.healun.2014.09.029,2015,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Journal Article; Randomized Controlled Trial,Reliability of diagnostic criteria for bronchiolitis obliterans syndrome after lung transplantation: a survey.,,India,1,True,rct,
25447582,10.1016/j.healun.2014.09.026,2015,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,"Clinical Study; Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",Serial monitoring of exhaled nitric oxide in lung transplant recipients.,Girgis RE,,0,False,,girgis re|
25447575,10.1016/j.healun.2014.09.019,2015,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Journal Article; Randomized Controlled Trial,Preemptive treatment with therapeutic plasma exchange and rituximab for early donor-specific antibodies after lung transplantation.,Warnecke G,Germany,1,False,rct,warnecke g|germany
25444368,10.1016/j.healun.2014.09.005,2015,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Journal Article,Pre-transplant impedance measures of reflux are associated with early allograft injury after lung transplantation.,Chan WW,,0,False,,chan ww|
